"REGION","URBANICITY","MAKE","MODEL","BODY_TYP","MOD_YEAR","GVWR","ROLLOVER","IMPACT1","DEFORMED","FIRE_EXP","SPEEDREL","P_CRASH2","ACC_TYPE","AGE","SEX","INJ_SEV","SEAT_POS","REST_USE","AIR_BAG","EJECTION","ALCH_TRANS","DRUGS_TRANS"
"3","1","12","17","6","2008","0","0","11","6","0","0","68","98","48","1","3","11","3","20","0","0","0"
"3","1","12","17","6","2008","0","0","11","6","0","0","68","98","34","2","3","13","3","20","0","0","0"
"3","1","35","39","4","2002","0","0","63","6","0","0","60","45","37","2","1","11","3","20","0","0","0"
"3","1","20","481","34","2007","0","0","5","4","0","0","61","98","64","1","1","11","3","20","0","0","0"
"3","1","35","47","4","2014","0","0","6","4","0","0","53","98","29","1","1","11","3","20","0","0","0"
"3","1","49","402","14","2006","0","0","6","4","0","0","53","21","51","2","1","13","3","20","0","0","0"
"3","1","49","402","14","2006","0","0","6","4","0","0","53","21","10","1","1","21","3","20","0","0","0"
"3","1","54","41","4","2014","0","0","8","6","0","0","21","98","50","1","2","11","3","3","0","0","0"
"3","1","54","41","4","2014","0","0","8","6","0","0","21","98","14","2","2","23","3","20","0","0","0"
"3","1","12","37","4","2007","0","0","82","6","0","0","21","98","86","2","2","11","3","20","0","0","0"
"3","1","12","37","4","2007","0","0","82","6","0","0","21","98","85","2","4","13","3","20","0","0","0"
"3","1","30","443","20","2010","0","0","12","6","0","0","62","98","33","2","2","11","3","1","0","0","0"
"3","1","49","51","5","2016","0","0","12","6","0","0","62","69","60","1","1","11","3","8","0","0","0"
"3","1","49","399","8","9999","0","0","12","9","0","0","83","13","999","9","9","11","99","99","9","0","0"
"3","1","12","471","34","2000","0","0","82","6","0","0","17","87","53","1","2","11","3","1","0","0","0"
"3","1","12","471","34","2000","0","0","82","6","0","0","17","87","55","2","3","13","3","1","0","0","0"
"3","1","30","46","4","2014","0","0","12","6","0","0","52","28","17","2","1","11","3","20","0","0","0"
"3","1","35","51","6","2017","0","0","6","2","0","0","53","29","71","1","1","11","3","20","0","0","0"
"3","1","49","32","4","2017","0","0","12","6","0","0","17","83","999","1","9","11","99","99","0","0","0"
"3","1","23","422","15","2015","0","0","62","4","0","0","66","82","57","1","1","11","3","20","0","0","0"
"3","1","63","32","5","2012","0","0","11","6","0","0","66","89","31","2","1","11","3","8","0","0","0"
"3","1","72","706","80","2018","0","0","12","6","0","0","13","1","50","1","3","11","5","99","8","0","0"
"3","1","23","431","16","2002","0","0","12","6","0","0","17","88","34","1","1","11","3","20","0","0","0"
"3","1","54","36","4","2007","0","0","62","6","0","0","66","89","55","2","1","11","3","2","0","0","0"
"3","1","72","706","80","2008","0","0","0","4","0","0","50","3","31","1","2","11","5","99","8","0","0"
"3","1","49","402","14","2018","0","0","12","6","0","0","17","83","32","2","2","11","3","8","0","0","0"
"3","1","12","17","4","2015","0","0","9","6","0","0","66","82","71","1","1","11","3","8","0","0","0"
"3","1","12","402","14","2010","0","0","6","4","0","0","53","21","32","2","1","11","3","20","0","0","0"
"3","1","63","37","6","2018","0","0","12","6","0","0","50","20","19","2","1","11","3","20","0","0","0"
"3","1","59","403","14","2015","0","0","12","6","0","0","15","68","89","2","2","11","3","20","0","0","0"
"3","1","59","403","14","2015","0","0","12","6","0","0","15","68","91","1","1","13","3","20","0","0","0"
"3","1","20","37","4","2011","0","0","12","6","0","0","62","69","53","2","2","11","3","20","0","0","0"
"3","1","12","481","34","1999","0","0","3","6","0","0","15","68","71","1","2","11","3","1","0","0","0"
"3","1","76","705","80","2016","0","0","12","6","0","0","62","69","18","1","4","11","5","99","8","0","0"
"3","1","20","2","4","2006","0","0","12","6","0","0","83","13","23","2","1","13","3","20","0","0","0"
"3","1","37","402","14","2014","0","9","12","6","0","0","13","1","57","1","3","11","3","1","0","0","0"
"3","1","37","402","14","2014","0","9","12","6","0","0","13","1","36","2","3","21","20","20","1","0","0"
"3","1","37","402","14","2014","0","9","12","6","0","0","13","1","29","1","3","13","3","8","0","0","0"
"3","1","59","32","4","2009","0","1","12","6","0","0","51","24","52","1","3","11","3","8","0","0","0"
"3","1","19","18","4","2010","0","0","6","6","0","0","53","21","28","1","2","11","3","20","0","0","0"
"3","1","49","482","34","2002","0","0","6","6","0","0","53","21","15","1","1","23","3","20","0","0","0"
"3","1","51","50","6","2017","0","0","6","4","0","0","53","25","51","2","1","13","3","20","0","0","0"
"3","1","35","47","4","2018","0","0","83","6","0","0","15","68","41","2","3","11","3","2","0","0","0"
"3","1","42","48","4","2017","0","0","12","6","0","0","62","69","70","1","1","11","3","1","0","0","0"
"3","1","20","37","4","2004","0","0","12","6","0","0","17","83","46","2","1","11","3","1","0","0","0"
"3","1","7","28","2","2015","0","0","9","4","0","0","66","82","19","1","1","11","3","8","0","0","0"
"3","1","7","28","2","2015","0","0","9","4","0","0","66","82","19","2","1","13","3","8","0","0","0"
"3","1","7","28","2","2015","0","0","9","4","0","0","66","82","19","1","1","21","3","8","0","0","0"
"3","1","7","28","2","2015","0","0","9","4","0","0","66","82","20","1","1","23","3","8","0","0","0"
"3","1","20","443","20","2004","0","1","1","6","0","0","11","44","29","1","3","11","3","1","0","0","0"
"3","1","20","443","20","2004","0","1","1","6","0","0","11","44","32","1","2","13","3","1","0","0","0"
"3","1","12","461","21","2012","0","0","11","6","0","0","60","98","51","1","1","11","3","20","0","0","0"
"3","1","35","39","4","1999","0","0","12","6","0","0","15","1","53","1","2","11","20","20","0","1","0"
"3","1","53","705","80","2007","0","0","0","6","0","0","50","98","28","1","2","11","5","20","8","0","0"
"3","1","49","402","14","2014","0","0","3","6","0","0","17","87","75","2","1","11","3","20","0","0","0"
"3","1","37","31","2","2009","0","0","3","6","0","0","17","83","31","1","2","11","3","2","0","0","0"
"3","1","2","404","14","2015","0","0","82","4","0","0","66","98","34","2","2","11","3","20","0","0","0"
"3","1","20","37","4","2012","0","0","12","6","0","0","50","20","31","2","1","13","3","20","0","0","0"
"3","1","20","25","4","2013","0","0","6","2","0","0","53","98","31","1","1","11","3","20","0","0","0"
"3","1","42","42","4","2015","0","0","10","4","0","0","10","47","64","2","1","11","3","20","0","0","0"
"3","1","99","709","84","9999","0","0","11","9","0","0","17","69","999","2","1","11","17","20","8","0","0"
"3","1","2","403","14","2015","0","0","11","4","0","0","15","82","35","1","1","11","3","20","0","0","0"
"3","1","72","706","80","2011","0","0","12","6","0","0","67","83","35","1","1","11","17","20","8","0","0"
"3","1","32","402","14","2018","0","0","83","6","0","0","17","87","44","1","1","11","3","8","0","0","0"
"3","1","34","34","4","2018","0","0","12","6","0","0","66","86","31","1","1","11","3","8","0","0","0"
"3","1","18","22","4","2007","0","0","3","2","0","0","65","79","53","2","1","13","3","20","0","0","0"
"3","1","49","32","4","1997","0","0","2","9","0","0","11","46","999","9","9","11","99","99","9","0","0"
"3","1","34","34","4","2007","0","0","12","9","0","0","50","20","999","1","9","11","99","99","9","0","0"
"3","1","55","402","14","2016","0","0","10","6","0","0","21","98","27","2","1","11","3","1","0","0","0"
"3","1","55","402","14","2016","0","0","10","6","0","0","21","98","28","2","1","13","3","1","0","0","0"
"3","1","59","405","14","2017","0","0","12","6","0","0","61","98","25","2","1","11","3","1","0","0","0"
"3","1","99","399","9","9999","0","0","11","9","0","0","10","64","999","9","9","11","99","99","9","0","0"
"3","1","20","461","21","2013","1","0","2","4","0","0","15","68","10","2","1","13","3","1","0","0","0"
"3","1","23","431","16","2001","0","0","12","4","0","0","51","24","999","2","9","11","99","99","9","0","0"
"3","1","21","21","4","2003","0","0","12","6","0","0","66","88","999","1","9","11","99","99","9","0","0"
"3","1","59","403","14","2017","0","0","9","6","0","0","17","89","31","2","1","11","3","2","0","0","0"
"3","1","20","404","14","2015","0","0","6","4","0","0","53","21","34","2","1","11","3","20","0","0","0"
"3","1","49","40","4","2018","0","0","6","4","0","0","53","23","54","1","1","11","3","20","0","0","0"
"3","1","49","46","5","2013","0","0","6","6","0","0","53","21","16","2","2","23","3","20","0","0","0"
"3","1","35","472","34","2014","0","0","3","2","0","0","61","98","61","1","2","11","3","20","0","0","0"
"3","1","41","49","4","2006","0","0","12","6","0","0","9","2","45","1","4","11","3","1","2","1","1"
"3","1","99","999","99","9999","0","0","12","9","0","0","51","24","999","9","9","11","99","99","9","0","0"
"3","1","55","36","5","2014","0","0","6","4","0","0","53","25","34","2","1","11","3","20","0","0","0"
"3","1","55","36","5","2014","0","0","6","4","0","0","53","25","6","2","1","21","3","20","0","0","0"
"3","1","59","31","4","2015","0","0","12","4","0","0","50","20","56","1","1","11","3","20","0","0","0"
"3","1","72","706","80","2006","0","0","62","6","0","0","62","69","58","1","1","11","17","99","8","0","0"
"3","1","30","40","4","2016","0","0","12","6","0","0","50","20","31","1","4","11","20","8","0","1","0"
"3","1","86","881","63","2013","3","0","6","6","0","0","53","21","53","1","1","11","3","20","0","1","0"
"1","1","49","399","4","2001","0","0","6","9","0","0","53","21","27","2","1","11","3","20","0","0","0"
"3","1","2","407","14","2010","0","0","12","2","0","0","50","20","16","1","1","12","3","20","0","0","0"
"3","1","92","988","52","2012","3","0","6","2","0","0","53","21","61","1","1","11","3","20","0","0","0"
"3","1","41","402","14","2001","0","0","12","9","0","0","17","86","61","1","2","11","3","1","0","0","0"
"3","1","35","50","4","2014","0","0","3","9","0","0","66","87","75","2","2","11","3","1","0","0","0"
"3","2","20","481","34","2011","0","0","12","6","0","4","6","7","70","1","3","11","20","8","0","1","0"
"3","2","21","23","4","1999","0","0","6","6","0","0","18","31","88","2","1","11","3","1","0","0","0"
"3","2","21","23","4","1999","0","0","6","6","0","0","18","31","54","1","1","13","3","1","0","0","0"
"3","1","12","481","34","2015","0","0","12","6","0","0","10","6","27","2","2","23","20","20","0","0","0"
"3","1","12","481","34","2015","0","0","12","6","0","0","10","6","28","1","1","13","3","1","0","0","0"
"3","1","20","25","4","2016","0","0","12","6","0","0","15","82","64","2","1","11","3","20","0","0","0"
"3","1","12","461","21","2004","0","0","12","6","0","0","15","68","55","1","1","11","3","1","0","0","0"
"3","1","35","39","4","2017","0","0","11","6","0","0","62","69","33","1","1","11","3","8","0","0","0"
"3","1","35","39","4","2017","0","0","11","6","0","0","62","69","28","1","1","13","3","8","0","0","0"
"3","1","35","39","4","2017","0","0","11","6","0","0","62","69","26","1","1","23","3","8","0","0","0"
"3","1","55","41","2","2016","0","0","12","6","0","0","66","98","59","1","1","11","3","1","0","0","0"
"3","1","55","41","2","2016","0","0","12","6","0","0","66","98","60","2","1","13","3","1","0","0","0"
"3","1","12","401","14","2015","0","0","6","4","0","0","53","25","28","2","1","11","3","20","0","0","0"
"3","1","35","47","4","2012","0","0","12","6","0","0","17","69","26","1","3","11","3","1","0","0","0"
"3","1","35","47","4","2012","0","0","12","6","0","0","17","69","3","1","1","21","3","20","0","0","0"
"3","1","35","47","4","2012","0","0","12","6","0","0","17","69","2","2","1","22","2","20","0","0","0"
"3","1","35","47","4","2012","0","0","12","6","0","0","17","69","2","1","1","28","99","20","0","0","0"
"3","1","35","47","4","2012","0","0","12","6","0","0","17","69","0","1","1","23","3","20","0","0","0"
"3","1","20","2","4","2017","0","0","1","6","0","0","62","68","23","2","3","11","3","8","0","0","0"
"3","1","20","2","4","2017","0","0","1","6","0","0","62","68","3","1","1","21","3","8","0","0","0"
"3","1","20","2","4","2017","0","0","1","6","0","0","62","68","13","1","1","13","3","8","0","0","0"
"4","1","35","47","9","2014","0","0","6","6","0","0","53","25","34","2","2","11","3","20","0","0","0"
"4","1","35","47","9","2014","0","0","6","6","0","0","53","25","999","1","2","23","4","20","0","0","0"
"4","1","12","481","34","2000","0","9","0","6","0","0","98","6","59","1","3","11","3","20","0","0","0"
"4","1","12","481","34","2000","0","9","0","6","0","0","98","6","59","2","3","13","3","20","0","0","0"
"4","1","72","706","80","2000","0","0","83","6","0","0","66","74","59","1","3","11","19","99","8","0","0"
"4","1","49","32","4","2006","0","0","12","6","0","0","66","88","39","2","2","11","99","9","0","0","0"
"4","1","6","54","6","2004","0","0","12","6","0","0","17","86","57","1","1","11","3","9","0","0","0"
"4","1","35","47","4","2016","0","0","3","6","0","0","17","87","22","1","1","11","3","9","0","0","0"
"3","1","35","472","34","2016","0","0","6","4","0","0","53","21","2","2","2","22","12","20","0","0","0"
"3","1","12","481","34","2010","0","0","6","2","0","0","53","98","30","1","2","11","3","20","0","0","0"
"3","1","20","471","34","1986","0","0","12","6","0","0","14","14","55","1","2","11","3","20","0","0","0"
"3","1","72","706","80","2003","0","0","12","6","0","0","50","20","26","1","2","11","19","20","8","0","0"
"3","1","76","705","80","2002","0","0","99","6","0","3","62","98","23","1","2","11","5","99","8","0","0"
"3","1","12","481","34","1996","0","0","12","6","0","0","13","1","58","2","3","11","3","1","0","0","0"
"3","1","99","499","34","9999","0","0","12","9","0","0","50","20","999","9","9","11","99","99","9","0","0"
"3","1","18","2","4","2000","0","0","6","4","0","0","53","21","19","2","3","11","3","20","0","0","0"
"3","1","20","404","14","2007","0","9","83","6","0","0","17","83","57","1","3","11","3","8","0","0","0"
"3","1","2","406","14","2006","0","0","12","6","0","0","17","83","46","2","1","11","3","1","0","0","0"
"3","1","59","404","14","2016","0","0","11","6","0","0","15","82","46","2","1","11","3","20","0","0","0"
"3","2","48","401","14","2010","0","0","8","6","0","0","16","78","19","2","1","11","3","8","0","0","0"
"3","2","20","423","15","2014","0","0","1","6","0","0","61","73","47","2","1","11","3","20","0","0","0"
"3","1","58","37","2","2003","0","0","12","6","0","0","52","74","47","2","1","11","3","20","0","0","0"
"3","1","48","401","14","2007","0","0","10","6","0","0","66","89","62","1","2","11","3","1","0","0","0"
"3","1","99","499","39","9999","0","0","6","9","0","0","20","92","999","9","9","11","99","99","0","0","0"
"3","1","20","421","15","9999","0","0","12","9","0","0","50","20","999","9","9","11","99","99","0","0","0"
"3","1","20","25","4","2013","0","0","6","2","0","0","53","21","20","2","2","11","3","20","0","0","0"
"3","1","20","401","14","1993","0","0","12","6","0","0","15","68","17","2","1","11","3","20","0","0","0"
"3","1","12","481","34","2002","0","0","6","6","0","0","53","21","17","2","2","11","3","20","0","0","0"
"3","1","2","999","49","9999","0","0","6","0","0","0","53","98","999","9","9","11","99","99","0","0","0"
"3","1","20","2","4","2007","0","0","6","6","0","0","53","98","78","1","3","21","20","20","0","0","0"
"3","1","20","25","4","2011","0","0","12","6","0","0","51","98","22","2","3","11","3","8","0","0","0"
"3","1","55","33","4","2004","0","0","2","2","0","0","66","87","66","2","1","11","3","20","0","0","0"
"3","1","99","999","99","9999","0","0","12","9","0","0","19","84","999","9","9","11","99","99","9","0","0"
"3","1","18","7","4","2005","0","0","12","6","0","0","19","85","16","2","1","11","3","20","0","0","0"
"3","1","49","40","4","1997","0","2","0","6","0","4","13","1","25","2","1","11","3","8","0","0","0"
"3","2","73","705","80","2009","0","0","12","6","0","0","10","64","35","2","3","11","5","20","8","0","0"
"3","2","12","481","34","2002","0","0","12","6","0","0","12","6","25","1","3","11","3","1","0","1","1"
"3","2","49","40","4","2015","0","0","6","2","0","0","53","25","43","1","2","11","3","20","0","0","0"
"3","2","20","481","34","2016","0","1","12","6","0","0","8","1","19","1","2","11","3","8","0","0","0"
"3","2","23","421","15","2004","0","0","6","6","0","0","53","21","39","1","2","11","3","20","0","0","0"
"3","2","72","706","80","1999","0","0","12","6","0","0","13","1","80","1","2","11","5","20","8","0","0"
"3","2","35","51","6","2015","0","0","1","6","0","0","72","83","20","2","1","11","3","20","0","0","0"
"3","2","35","43","4","2012","0","0","12","6","0","0","62","69","21","2","1","11","3","1","0","0","0"
"3","2","35","43","4","2012","0","0","12","6","0","0","62","69","21","2","1","13","3","1","0","0","0"
"3","2","35","50","4","2015","0","0","12","2","0","0","83","13","14","1","1","13","3","20","0","0","0"
"3","2","2","404","14","2019","0","0","11","6","0","0","62","69","41","2","1","11","3","20","0","0","0"
"3","2","76","703","83","2008","0","0","12","2","0","0","62","69","20","2","3","11","17","20","8","0","0"
"3","2","42","47","2","2006","0","0","12","6","0","0","87","3","18","2","2","11","3","1","0","0","0"
"3","1","35","47","4","2014","0","0","6","2","0","0","53","98","39","2","1","11","3","20","0","0","0"
"3","1","52","34","4","2007","0","0","62","6","0","0","66","89","79","1","1","11","3","20","0","0","0"
"3","1","99","999","99","9999","9","0","12","9","0","0","17","88","999","9","9","11","99","99","9","0","0"
"3","1","99","999","99","9999","9","0","12","9","0","0","50","20","999","9","9","11","99","99","9","0","0"
"3","1","7","27","6","2015","0","0","6","4","0","0","53","21","23","2","1","11","3","20","0","0","0"
"4","1","49","472","34","2018","0","0","6","6","0","0","53","98","22","1","3","11","3","9","0","0","0"
"4","1","49","472","34","2018","0","0","6","6","0","0","53","98","54","2","3","13","3","9","0","0","0"
"4","1","2","403","14","2016","0","0","6","4","0","0","53","98","51","1","2","11","3","20","0","0","0"
"3","1","59","402","14","2007","0","0","12","6","0","0","10","50","50","2","1","11","3","1","0","0","0"
"3","1","22","403","14","2006","0","0","12","6","0","0","62","51","61","2","3","11","20","1","0","0","0"
"3","1","30","40","4","2000","0","0","7","6","0","0","63","65","48","1","1","11","3","1","0","0","0"
"4","1","20","9","2","1996","0","0","0","6","0","0","98","0","17","1","2","11","3","9","0","0","0"
"4","1","49","46","9","2014","0","0","12","6","0","0","12","6","62","2","1","11","3","9","9","1","0"
"3","1","20","473","34","2016","0","0","6","6","0","0","53","25","68","1","1","11","3","8","0","0","0"
"3","1","49","422","15","2004","0","0","6","2","0","0","53","98","54","1","1","11","3","20","0","0","0"
"3","1","58","36","4","2004","0","0","12","4","0","0","50","20","20","1","1","11","3","20","0","0","0"
"3","1","20","422","15","2007","0","0","12","6","0","0","17","88","33","2","1","11","3","9","0","0","0"
"3","1","20","422","15","2007","0","0","12","6","0","0","17","88","3","1","1","21","4","9","0","0","0"
"3","1","18","20","4","2001","0","0","62","6","0","0","66","89","42","1","3","11","20","1","0","0","0"
"3","1","20","422","15","2017","0","0","6","6","0","0","53","21","31","1","2","11","3","20","0","0","0"
"3","2","20","37","4","2005","0","1","7","6","0","0","13","1","38","2","3","11","99","9","0","0","0"
"1","1","99","499","19","9999","0","0","12","9","0","0","17","88","999","9","9","11","99","99","0","0","0"
"3","1","55","402","14","2017","0","0","6","6","0","0","53","21","30","2","1","11","3","20","0","0","0"
"3","1","76","705","80","2001","0","0","0","6","0","0","99","98","47","1","3","11","19","20","8","1","0"
"3","1","99","709","80","9999","0","0","12","9","0","0","15","84","999","9","9","11","99","20","8","0","0"
"3","2","35","47","4","2007","0","0","12","6","0","0","8","6","34","1","1","11","3","20","0","0","0"
"3","2","49","53","5","2009","0","0","12","6","0","0","62","69","32","2","3","11","3","20","0","0","0"
"3","1","2","403","14","2002","0","0","12","6","0","0","13","2","23","2","3","11","3","1","0","1","0"
"1","1","20","499","39","2016","0","0","6","9","0","0","53","21","35","1","1","11","3","99","0","0","0"
"1","1","20","499","39","2016","0","0","6","9","0","0","53","21","15","2","1","13","3","99","0","0","0"
"1","1","20","499","39","2016","0","0","6","9","0","0","53","21","11","1","1","21","3","99","0","0","0"
"1","1","35","399","4","2017","0","0","6","9","0","0","53","98","58","1","1","11","3","99","0","0","0"
"1","1","37","999","49","2017","0","0","6","9","0","0","53","98","62","2","1","11","3","99","0","0","0"
"1","1","99","999","99","9999","9","0","12","9","0","9","50","20","999","9","9","11","99","99","0","0","0"
"3","1","20","28","5","2012","0","0","3","6","0","0","61","98","25","1","4","11","3","8","0","0","0"
"3","1","20","28","5","2012","0","0","3","6","0","0","61","98","25","1","4","13","3","8","0","0","0"
"3","1","49","40","4","2009","0","0","12","6","0","0","50","74","30","2","4","11","20","1","0","0","0"
"3","1","52","34","4","2011","0","0","6","6","0","0","53","25","22","1","2","11","3","20","0","0","0"
"3","1","99","999","99","9999","9","0","6","4","0","0","53","98","999","9","9","11","99","99","0","0","0"
"3","1","6","43","1","2002","0","9","1","6","0","0","6","2","18","2","3","11","3","1","0","0","0"
"3","1","37","421","15","2003","0","9","12","6","0","0","6","7","16","2","3","11","3","1","0","0","0"
"3","1","99","499","19","9999","0","0","12","9","0","0","52","28","999","1","9","11","99","99","0","0","0"
"3","1","63","402","14","2011","0","0","6","6","0","0","18","29","47","2","2","11","3","99","0","0","0"
"3","1","49","401","14","2006","0","0","12","6","0","0","52","28","54","1","1","11","3","20","0","0","0"
"3","1","35","51","6","2014","0","0","12","6","0","0","17","88","28","1","3","11","20","1","0","0","0"
"3","1","63","37","6","2015","0","0","6","6","0","0","53","25","47","1","1","11","3","20","0","0","0"
"3","1","12","471","34","2000","0","0","1","6","0","0","5","2","71","1","3","11","3","1","0","0","0"
"3","1","12","402","14","2015","0","0","12","6","0","0","17","84","70","2","3","11","3","1","0","0","0"
"3","1","53","40","9","2008","0","0","12","6","0","0","66","84","32","2","1","11","3","20","0","0","0"
"3","2","37","402","14","2015","0","0","6","6","0","0","20","92","999","9","9","11","99","99","0","0","0"
"3","2","12","481","34","2016","0","0","11","6","0","0","10","64","23","2","1","11","3","20","0","0","0"
"3","2","20","28","4","2014","0","0","11","6","0","0","62","65","71","1","1","11","3","20","0","0","0"
"3","2","35","43","4","2001","0","1","12","6","0","0","13","6","28","1","3","11","20","9","0","0","0"
"3","2","49","32","4","2015","0","0","12","6","0","0","52","28","16","2","2","11","3","8","0","0","0"
"3","2","42","42","4","2012","0","0","6","6","0","0","53","29","41","2","2","11","3","20","0","0","0"
"3","2","42","42","4","2012","0","0","6","6","0","0","53","29","14","2","2","12","3","20","0","0","0"
"3","2","37","31","2","2001","0","0","12","6","0","0","62","69","44","2","3","13","3","1","0","0","0"
"3","2","76","706","80","2005","0","0","12","6","0","0","67","83","40","1","2","11","17","20","8","0","0"
"1","2","49","32","4","2018","0","0","12","6","0","0","9","2","27","1","3","11","20","20","0","1","0"
"3","2","12","481","34","1999","0","1","6","6","0","0","53","29","51","1","3","11","20","9","0","0","0"
"3","2","12","481","34","1999","0","1","6","6","0","0","53","29","50","1","2","12","20","20","2","0","0"
"3","1","20","16","4","2000","0","1","11","6","0","0","90","3","17","1","2","11","3","20","0","0","0"
"4","1","37","31","9","2015","0","0","12","4","0","0","66","86","41","2","2","11","3","9","0","0","0"
"4","1","37","31","9","2015","0","0","12","4","0","0","66","86","999","1","1","13","3","20","0","0","0"
"4","1","37","31","9","2009","0","0","83","6","0","0","17","87","34","1","2","11","3","9","0","0","0"
"4","1","20","9","9","2014","0","0","62","2","0","0","62","98","39","1","1","11","3","20","0","0","0"
"4","1","20","9","9","2014","0","0","62","2","0","0","62","98","40","2","1","13","3","20","0","0","0"
"3","1","12","21","4","2005","0","0","12","6","0","0","99","99","19","2","2","11","99","9","0","0","0"
"4","1","20","403","14","2003","0","0","12","6","0","0","62","69","34","2","1","11","3","9","0","0","0"
"4","1","20","403","14","2003","0","0","12","6","0","0","62","69","15","2","1","13","3","9","0","0","0"
"3","1","12","13","2","2002","0","0","6","2","0","0","53","21","49","2","1","11","3","20","0","0","0"
"1","1","35","399","4","2001","0","0","12","6","0","0","72","83","24","2","3","11","1","99","0","0","0"
"3","1","35","401","14","1999","0","0","62","6","0","0","10","64","43","1","3","11","3","1","0","0","1"
"3","1","12","481","34","1994","0","0","62","6","0","0","62","65","67","1","3","11","3","1","0","0","0"
"1","1","35","399","4","2013","0","0","11","9","0","0","10","45","25","2","1","11","3","99","0","0","0"
"1","1","35","399","4","2013","0","0","11","9","0","0","10","45","1","1","1","21","3","99","0","0","0"
"1","1","7","399","2","2016","0","0","12","9","0","0","72","83","18","1","1","11","20","9","0","0","0"
"2","1","32","40","4","1992","0","0","6","4","0","0","53","29","36","1","2","11","3","20","0","0","0"
"3","1","63","34","4","2015","0","0","12","6","0","0","64","98","39","2","1","11","20","1","0","0","0"
"2","1","12","37","6","2001","0","0","11","9","0","5","67","83","21","1","2","11","8","20","0","0","0"
"3","2","37","31","2","2000","0","9","0","6","0","4","6","2","38","1","2","11","3","1","0","1","0"
"1","2","2","407","14","2016","0","0","12","6","0","0","17","86","49","1","1","13","20","20","0","0","0"
"1","2","63","401","14","2015","0","0","11","6","0","0","12","6","60","1","5","11","3","20","0","1","0"
"3","1","2","1","6","2016","0","0","12","6","0","0","50","20","24","2","2","11","3","1","0","0","0"
"3","1","12","481","34","2016","0","0","12","6","0","0","13","1","34","1","2","11","20","8","0","0","0"
"3","2","20","25","4","2014","0","0","4","6","0","0","11","46","26","2","1","11","3","9","0","0","0"
"3","2","20","25","4","2014","0","0","4","6","0","0","11","46","0","2","1","23","11","20","0","0","0"
"3","1","14","6","4","2005","0","0","12","6","0","9","13","1","999","9","9","11","99","99","0","0","0"
"3","1","99","499","39","9999","0","0","99","9","0","0","10","64","999","9","9","11","99","99","0","0","0"
"3","1","34","34","4","2003","0","0","6","6","0","0","53","29","24","1","1","11","3","20","0","0","0"
"1","1","55","399","4","2017","0","0","6","9","0","0","53","21","38","1","3","11","3","99","0","0","0"
"3","2","20","22","4","2005","0","1","8","6","0","0","12","6","24","1","4","11","20","1","0","1","0"
"3","1","52","37","3","1997","0","0","12","6","0","0","50","20","21","1","1","11","3","9","0","0","0"
"3","1","19","20","6","2016","0","0","6","4","0","0","53","21","68","2","1","11","3","20","0","0","0"
"3","1","55","35","5","2016","0","0","12","9","0","0","19","99","44","1","9","11","99","99","0","0","0"
"3","1","55","35","5","2016","0","0","12","9","0","0","19","99","46","2","9","13","99","99","0","0","0"
"1","1","35","399","4","2005","0","0","12","9","0","0","6","7","33","2","1","11","3","9","0","0","0"
"4","1","35","403","14","2014","0","0","3","6","0","0","17","87","44","1","2","11","3","9","0","0","0"
"4","1","7","27","6","2018","0","0","12","6","0","0","66","86","29","1","2","11","3","9","0","0","0"
"4","1","99","999","99","9999","9","0","12","9","0","9","10","84","999","9","9","11","99","99","0","0","0"
"1","1","35","999","49","2017","0","0","5","9","0","0","61","73","29","2","1","11","2","20","0","0","0"
"4","1","49","40","4","2011","0","0","6","9","0","0","53","22","49","2","2","11","3","99","0","0","0"
"4","1","99","399","9","9999","0","0","99","9","0","9","11","13","999","1","9","11","99","99","0","0","0"
"3","1","39","34","4","2003","0","0","11","6","0","0","66","82","40","2","2","11","3","20","0","0","0"
"1","1","58","399","2","2012","0","0","12","9","0","0","17","86","24","2","3","11","3","20","0","0","0"
"1","1","42","399","4","2015","0","0","3","9","0","0","66","87","72","2","2","13","3","20","0","0","0"
"1","1","2","499","19","2014","0","0","12","9","0","5","50","32","24","1","1","11","3","20","0","0","0"
"4","1","12","471","34","2003","0","0","6","2","0","0","53","21","36","1","1","11","3","20","0","0","0"
"1","1","7","999","49","2017","0","0","6","9","0","0","53","25","15","2","1","13","3","20","0","0","0"
"3","1","12","401","14","1998","0","9","0","6","0","0","87","98","28","2","2","11","3","20","0","0","0"
"3","1","12","401","14","1998","0","9","0","6","0","0","87","98","23","1","2","13","3","20","0","0","0"
"3","1","58","37","4","2012","0","9","0","6","0","0","13","2","28","1","3","11","3","20","0","0","0"
"4","1","7","27","6","2017","0","0","63","6","0","0","15","82","91","1","1","11","3","9","0","0","0"
"3","1","18","22","4","2007","0","0","1","6","0","9","1","2","36","1","2","11","99","1","0","0","0"
"3","1","12","17","4","2010","0","0","12","6","0","0","15","68","71","2","1","11","3","1","0","0","0"
"3","1","63","37","6","2014","0","0","11","6","0","0","62","69","70","2","3","11","3","8","0","0","0"
"3","1","35","51","6","2017","0","0","12","6","0","0","15","68","61","2","2","11","3","1","0","0","0"
"3","1","37","705","80","2015","0","0","12","6","0","0","62","69","39","1","3","11","5","20","8","0","0"
"3","2","18","399","2","1972","0","0","2","6","0","0","15","68","20","2","1","11","3","20","0","0","0"
"3","2","37","31","4","2012","0","0","7","6","0","0","66","89","21","1","1","11","3","2","0","0","0"
