"REGION","URBANICITY","MAKE","MODEL","BODY_TYP","MOD_YEAR","GVWR","ROLLOVER","IMPACT1","DEFORMED","FIRE_EXP","SPEEDREL","P_CRASH2","ACC_TYPE","AGE","SEX","INJ_SEV","SEAT_POS","REST_USE","AIR_BAG","EJECTION","ALCH_TRANS","DRUGS_TRANS"
"2","2","87","884","66","2014","3","0","99","9","0","0","87","13","42","1","9","11","99","20","9","0","0"
"2","2","18","404","14","2013","0","0","12","2","0","0","62","69","57","2","1","11","3","20","0","0","0"
"2","2","54","35","4","2006","0","0","9","6","0","0","17","89","59","2","3","11","3","8","0","0","0"
"2","2","20","481","34","2007","0","0","12","6","0","0","66","88","37","1","3","11","3","20","0","0","0"
"2","2","20","481","34","2007","0","0","12","6","0","0","66","88","37","2","3","13","3","8","0","0","0"
"2","2","20","481","34","2007","0","0","12","6","0","0","66","88","8","2","3","21","3","8","0","0","0"
"3","1","69","54","3","2010","0","0","12","6","0","0","51","98","26","2","3","11","3","20","0","0","0"
"3","1","7","422","15","2006","0","0","3","4","0","0","65","79","55","2","1","11","3","20","0","0","0"
"3","1","20","473","34","2017","0","0","12","6","0","0","11","44","34","1","3","11","3","20","0","0","0"
"4","2","7","482","34","2016","0","0","12","6","0","0","13","1","45","1","1","11","3","20","0","1","1"
"4","1","76","705","80","2017","0","0","12","4","0","4","51","24","23","1","2","11","19","20","8","0","0"
"4","1","59","35","4","2006","0","0","6","4","0","0","53","25","46","2","1","13","3","20","0","0","0"
"4","1","37","703","80","2017","0","0","0","2","0","4","5","98","31","1","2","11","19","20","8","0","0"
"4","1","35","47","4","2014","0","0","6","4","0","0","53","29","23","2","1","11","3","20","0","0","0"
"3","1","59","35","4","2009","0","0","6","2","0","0","53","21","36","2","1","11","3","20","0","0","0"
"3","1","99","999","99","9999","9","0","11","9","0","0","10","47","999","9","9","11","99","99","9","0","0"
"3","2","12","37","4","2003","0","0","12","6","0","5","12","98","38","1","2","11","99","20","0","1","0"
"3","2","12","37","4","2003","0","0","12","6","0","5","12","98","2","2","1","21","10","20","0","0","0"
"3","2","12","37","4","2003","0","0","12","6","0","5","12","98","100","2","3","13","20","20","0","0","0"
"3","1","37","402","14","2008","0","0","12","6","0","0","10","50","38","1","3","11","3","8","0","1","0"
"3","1","7","482","34","2016","0","0","12","6","0","0","54","51","22","1","2","11","3","8","0","1","0"
"4","2","37","706","80","2016","0","0","0","6","0","0","99","98","19","2","2","11","19","20","8","0","0"
"3","1","37","31","4","2015","0","0","6","2","0","0","53","21","29","2","1","11","3","20","0","0","0"
"3","1","23","402","14","2010","0","0","12","6","1","3","15","6","19","1","2","11","8","1","0","0","0"
"3","1","23","402","14","2010","0","0","12","6","1","3","15","6","14","1","2","13","8","1","0","0","0"
"3","1","23","402","14","2010","0","0","12","6","1","3","15","6","16","1","2","21","8","20","0","0","0"
"3","1","23","402","14","2010","0","0","12","6","1","3","15","6","14","1","2","23","8","20","0","0","0"
"3","1","63","38","4","2017","0","0","12","6","0","0","10","50","25","1","4","11","20","3","0","0","0"
"3","1","34","402","14","2006","0","0","12","6","0","0","62","51","50","1","2","11","3","1","0","0","0"
"3","1","34","402","14","2006","0","0","12","6","0","0","62","51","53","1","3","13","3","20","0","0","0"
"3","1","55","35","4","2002","0","0","12","6","0","0","51","24","55","2","3","11","3","1","0","0","0"
"3","1","99","999","99","2013","9","0","99","9","0","0","11","46","999","9","9","11","99","99","9","0","0"
"3","1","13","999","49","9999","0","0","99","9","0","0","99","99","999","1","9","11","99","99","9","0","0"
"3","1","12","16","4","2007","0","0","6","4","0","0","99","99","50","1","1","23","3","20","0","0","0"
"3","1","37","399","2","9999","0","0","3","9","0","0","16","70","999","9","9","11","99","99","9","0","0"
"3","1","18","2","4","2002","0","0","62","6","0","0","60","65","58","1","1","11","3","2","0","1","0"
"3","1","7","499","34","9999","0","0","12","9","0","0","50","20","999","9","9","11","99","99","9","0","0"
"3","1","53","706","80","2006","0","0","0","6","0","3","50","98","37","1","2","11","19","20","8","0","0"
"2","1","49","32","4","2002","0","0","6","9","0","0","53","22","999","2","1","11","8","20","0","0","0"
"2","1","99","890","66","9999","3","0","63","9","0","9","10","98","999","9","9","11","99","99","9","0","0"
"2","1","6","18","4","2014","0","0","62","6","0","4","12","6","43","1","1","11","8","20","0","0","0"
"2","1","37","402","14","2002","0","0","62","6","0","0","15","82","27","2","1","11","8","1","0","0","0"
"2","1","20","404","14","2011","0","0","12","6","0","0","12","6","38","1","3","11","99","8","1","1","0"
"3","1","20","2","9","2016","0","0","4","4","0","0","11","46","999","9","9","11","99","99","9","0","0"
"2","1","12","481","34","2000","0","0","12","9","0","9","13","1","30","1","2","11","99","1","0","1","0"
"1","1","7","399","2","2015","0","0","12","9","0","0","62","69","53","1","1","13","2","20","0","0","0"
"2","1","37","31","4","2003","0","0","3","9","0","0","15","68","19","2","1","11","8","20","0","0","0"
"2","1","37","31","4","2003","0","0","3","9","0","0","15","68","19","2","1","13","8","20","0","0","0"
"2","1","37","31","4","2003","0","0","3","9","0","0","15","68","20","2","1","21","8","20","0","0","0"
"2","1","20","23","6","2009","0","0","12","9","0","0","63","69","60","2","1","11","8","1","0","0","0"
"2","1","52","46","5","2010","0","0","6","9","0","0","53","21","34","2","1","11","8","20","0","0","0"
"2","1","6","43","1","1997","0","0","3","9","0","0","15","68","76","1","1","11","8","1","0","0","0"
"2","1","76","705","80","2016","0","0","12","9","0","3","62","69","30","1","3","11","19","20","8","0","0"
"3","1","12","481","34","2004","0","0","12","6","0","0","50","20","31","1","2","11","3","1","0","0","0"
"3","1","18","20","4","1999","0","0","6","6","1","0","53","21","78","2","4","11","3","20","0","0","0"
"3","1","18","20","4","1999","0","0","6","6","1","0","53","21","58","2","4","13","3","20","0","0","0"
"3","1","22","22","4","2007","0","0","6","6","0","0","53","98","38","1","2","11","3","20","0","0","0"
"3","1","22","22","4","2007","0","0","6","6","0","0","53","98","8","1","2","13","3","20","0","0","0"
"3","1","72","706","80","2002","0","0","1","4","0","0","50","48","43","1","4","11","17","20","8","0","0"
"2","1","41","35","4","1999","0","9","12","6","0","0","13","1","28","2","3","13","3","9","0","0","0"
"4","1","35","50","9","2016","0","0","12","4","0","4","50","20","24","2","1","11","3","20","0","0","0"
"4","1","99","999","99","9999","9","0","12","9","0","4","52","28","999","9","9","11","99","99","9","0","0"
"3","2","72","706","80","2009","0","0","12","6","0","0","50","20","63","1","2","11","19","20","8","0","0"
"1","1","30","399","4","2015","0","0","12","9","0","5","13","1","23","2","3","11","3","9","0","0","0"
"1","1","35","399","4","2005","0","0","61","9","0","0","60","45","27","2","1","11","3","20","0","0","0"
"4","1","34","706","80","2009","0","0","12","4","0","0","8","98","50","1","1","11","17","20","8","0","0"
"2","1","53","706","80","2006","0","0","6","4","0","0","53","21","29","2","2","11","17","20","8","0","0"
"4","1","55","33","4","2017","0","0","12","4","0","0","62","69","24","2","1","11","3","9","0","0","0"
"4","1","63","32","4","2017","0","0","82","4","0","0","15","68","31","2","1","11","3","9","0","0","0"
"4","1","63","32","4","2017","0","0","82","4","0","0","15","68","9","1","1","13","3","9","0","0","0"
"4","1","63","32","4","2017","0","0","82","4","0","0","15","68","8","2","2","23","3","9","0","0","0"
"4","1","72","706","80","2005","0","0","0","2","0","0","70","98","48","2","1","11","5","20","8","0","0"
"4","1","35","43","4","2006","0","0","82","4","0","0","61","44","33","2","1","11","3","9","0","0","0"
"4","1","35","43","4","2006","0","0","82","4","0","0","61","44","16","1","1","13","3","9","0","0","0"
"4","1","35","43","4","2006","0","0","82","4","0","0","61","44","4","2","1","21","3","20","0","0","0"
"4","1","35","43","4","2006","0","0","82","4","0","0","61","44","11","1","1","22","3","20","0","0","0"
"4","1","35","43","4","2006","0","0","82","4","0","0","61","44","9","2","2","23","3","20","0","0","0"
"4","1","35","51","6","2018","0","0","12","4","0","0","51","45","48","2","1","11","3","20","0","0","0"
"4","1","35","39","4","2009","0","0","82","2","0","0","72","84","58","1","1","11","3","20","0","0","0"
"4","1","2","407","14","2015","0","0","12","4","0","0","50","20","17","2","1","11","3","1","0","0","0"
"4","1","12","401","14","2009","0","0","6","4","0","0","53","22","61","1","1","11","3","20","0","0","0"
"4","1","12","401","14","2009","0","0","6","4","0","0","53","22","56","2","1","13","3","20","0","0","0"
"2","1","12","401","14","2001","0","0","62","9","0","0","66","89","30","2","1","11","8","20","0","0","0"
"3","1","2","404","14","9999","0","0","12","9","0","0","50","20","999","2","9","11","99","99","9","0","0"
"1","1","6","441","20","2014","0","0","12","4","0","0","66","86","38","2","2","11","3","1","0","0","0"
"1","1","20","22","4","2005","0","0","99","6","0","0","13","1","18","1","5","11","20","1","0","0","1"
"1","1","76","703","84","2015","0","0","0","2","0","0","98","0","60","1","3","11","17","20","8","1","0"
"1","2","7","442","20","2013","0","0","12","6","0","0","15","82","31","2","5","11","99","99","0","0","0"
"1","1","48","399","4","2016","0","0","9","9","0","0","62","69","45","1","1","11","3","20","0","0","0"
"3","1","20","2","4","2008","0","0","12","4","0","0","50","20","60","2","1","11","3","20","0","0","0"
"2","1","23","481","34","1998","0","0","6","4","0","0","53","21","73","1","2","11","3","20","0","0","0"
"2","1","23","481","34","1998","0","0","6","4","0","0","53","21","71","2","2","13","3","20","0","0","0"
"1","1","35","999","49","2007","0","0","7","9","0","0","17","89","31","2","3","11","3","20","0","0","0"
"1","1","35","999","49","2007","0","0","7","9","0","0","17","89","53","2","3","13","3","20","0","0","0"
"1","1","42","399","4","2002","0","0","12","9","0","0","66","88","28","1","3","13","3","20","0","0","0"
"1","1","49","399","4","2017","0","0","62","9","0","0","15","82","21","2","3","11","3","20","0","0","0"
"1","1","49","999","49","2001","0","0","12","9","0","0","67","83","22","2","3","11","3","20","0","0","0"
"4","1","20","481","34","2006","0","0","12","2","0","4","50","20","27","2","1","11","3","20","0","0","0"
"4","1","42","42","9","2018","0","0","6","2","0","0","53","21","42","2","1","11","3","20","0","0","0"
"4","1","34","34","9","2009","0","0","62","6","0","0","62","69","19","1","2","11","3","9","0","0","0"
"4","1","59","34","4","2006","0","0","62","4","0","0","78","66","60","2","1","11","3","20","0","0","0"
"4","1","59","34","4","2006","0","0","62","4","0","0","78","66","56","2","1","13","3","20","0","0","0"
"4","1","59","34","4","2006","0","0","62","4","0","0","78","66","4","1","1","21","3","20","0","0","0"
"4","1","2","408","14","2017","0","0","62","6","0","0","78","98","26","2","1","11","3","20","9","0","0"
"3","1","35","403","14","2014","0","0","12","6","0","0","50","20","61","1","3","11","3","1","0","0","0"
"3","1","49","32","4","2016","0","0","12","6","0","0","11","11","19","1","2","11","97","20","0","0","0"
"2","2","20","404","14","2016","0","1","12","6","0","0","66","88","79","1","4","11","3","8","0","0","0"
"2","2","20","404","14","2016","0","1","12","6","0","0","66","88","71","2","4","13","3","8","0","0","0"
"2","2","86","881","63","1994","3","1","9","6","0","0","17","89","82","1","4","11","3","20","0","0","0"
"4","2","20","2","4","2001","0","0","11","6","0","0","17","89","36","2","1","11","3","1","0","0","0"
"4","2","20","481","34","2005","0","0","12","6","0","0","66","88","46","1","2","23","3","20","0","0","0"
"4","2","20","481","34","2005","0","0","12","6","0","0","66","88","53","2","2","13","3","20","0","0","0"
"3","1","49","32","4","2014","0","0","6","6","0","0","53","21","70","2","2","11","3","20","0","0","0"
"3","1","20","28","4","2015","0","0","6","6","0","0","18","29","74","1","4","11","3","20","0","0","0"
"3","1","20","28","4","2015","0","0","6","6","0","0","18","29","82","2","3","13","3","20","0","0","0"
"3","2","35","47","4","2017","0","0","6","2","0","0","53","21","40","1","1","11","3","20","0","0","0"
"3","2","35","47","4","2017","0","0","6","2","0","0","53","21","36","2","1","13","3","20","0","0","0"
"3","2","35","47","4","2017","0","0","6","2","0","0","53","21","12","1","1","23","3","20","0","0","0"
"3","2","72","706","80","2010","0","0","0","2","0","0","65","98","35","1","2","11","99","20","8","0","0"
"3","2","72","706","80","2007","0","0","12","6","0","0","66","86","30","1","1","11","19","20","8","0","0"
"3","2","72","706","80","2007","0","0","12","6","0","0","66","86","21","2","1","21","19","20","8","0","0"
"3","2","35","47","4","2015","0","0","10","6","0","0","10","48","63","2","1","11","3","1","0","0","1"
"3","2","35","47","4","2015","0","0","10","6","0","0","10","48","26","2","1","13","3","1","0","0","0"
"3","2","12","3","2","2004","0","0","11","6","0","0","66","89","44","2","1","11","3","20","0","0","0"
"3","1","12","32","4","2015","0","0","6","9","0","0","53","29","15","1","1","13","3","20","0","0","0"
"3","1","20","406","14","2015","0","0","81","6","0","0","66","87","79","2","1","11","3","9","0","0","0"
"3","1","20","406","14","2015","0","0","81","6","0","0","66","87","84","1","1","13","3","9","0","0","0"
"2","1","59","403","14","2007","0","0","62","6","0","0","60","45","38","2","1","11","3","20","0","0","0"
"4","1","55","33","4","2005","0","0","12","4","0","4","11","24","25","1","1","11","3","20","0","0","0"
"4","1","12","3","9","2007","0","0","12","6","0","0","1","7","19","2","2","11","3","9","0","0","0"
"4","1","12","3","9","2007","0","0","12","6","0","0","1","7","51","2","2","13","3","9","0","0","0"
"4","1","35","43","4","2018","0","0","99","6","0","4","51","6","53","2","1","13","3","9","0","0","0"
"4","1","34","35","4","2008","0","0","6","2","0","0","53","21","55","2","1","11","3","20","0","0","0"
"4","1","12","24","6","2008","0","0","12","6","0","4","50","38","48","2","2","11","3","1","0","0","0"
"4","1","49","40","4","2014","0","0","6","6","0","0","61","39","34","1","3","19","3","20","0","0","0"
"4","1","35","43","4","2015","0","0","6","6","0","0","60","29","24","1","1","11","3","20","0","0","0"
"4","1","35","48","2","2005","0","1","99","9","0","0","13","1","24","1","2","11","3","20","0","0","0"
"4","1","35","48","2","2005","0","1","99","9","0","0","13","1","26","1","3","13","3","20","0","0","0"
"1","1","34","399","4","2006","0","0","12","9","0","0","50","20","24","2","1","11","3","20","0","0","0"
"1","1","12","499","29","2015","0","0","6","9","0","0","53","21","32","1","1","11","3","20","0","0","0"
"2","1","48","45","6","2017","0","0","6","9","0","0","53","98","69","2","1","11","8","20","0","0","0"
"2","1","35","50","4","2016","0","0","6","2","0","0","53","21","43","2","1","11","3","20","0","0","0"
"2","1","35","50","4","2016","0","0","6","2","0","0","53","21","4","2","1","22","10","20","0","0","0"
"3","1","12","481","34","2018","0","9","1","6","0","0","13","1","42","1","2","11","3","8","0","1","0"
"3","1","99","999","99","9999","0","0","8","9","0","9","67","84","999","9","9","11","99","99","0","0","0"
"3","1","42","54","4","2014","0","0","81","9","0","9","11","44","999","9","9","11","99","99","0","0","0"
"3","1","55","35","4","2018","0","0","6","6","0","0","20","92","23","2","5","11","99","20","0","0","0"
"3","1","55","35","4","2018","0","0","6","6","0","0","20","92","52","2","5","13","99","20","0","0","0"
"2","1","39","401","14","2017","0","0","12","2","0","0","50","20","55","1","2","11","3","20","0","0","0"
"1","1","72","706","80","2002","0","0","12","4","0","0","13","1","55","1","3","11","17","20","8","1","0"
"1","1","63","34","4","2013","0","0","12","6","0","0","15","68","15","2","5","13","3","1","0","0","0"
"1","1","63","34","4","2013","0","0","12","6","0","0","15","68","13","1","5","21","3","9","0","0","0"
"1","1","37","32","2","2010","0","0","12","6","0","0","62","69","62","2","5","11","3","8","0","0","0"
"4","1","49","46","5","2007","0","0","6","6","0","0","53","25","40","1","2","11","3","99","0","0","0"
"1","1","41","50","4","2012","0","0","6","2","0","0","53","21","65","2","2","11","3","20","0","0","0"
"3","2","20","473","34","2012","0","0","12","6","0","0","72","83","56","1","2","11","3","20","0","0","0"
"1","1","54","421","15","2017","0","0","6","2","0","0","53","25","61","2","2","11","3","20","0","0","0"
"1","1","63","38","4","2012","0","0","11","6","0","0","10","64","80","1","3","11","3","8","0","0","0"
"3","1","12","37","4","2016","0","0","12","6","0","0","17","86","65","2","1","11","3","9","0","0","0"
"3","1","20","421","15","2017","0","0","3","6","0","0","66","87","21","1","3","23","3","9","0","0","0"
"1","2","53","706","80","2001","0","0","3","6","0","4","13","1","52","1","3","11","19","20","8","1","0"
"1","2","12","481","34","1995","0","0","10","6","0","0","12","7","76","1","2","11","3","20","0","0","0"
"2","1","55","35","4","2014","0","0","6","4","0","0","18","29","36","2","2","11","3","20","0","0","0"
"3","2","49","40","4","2012","0","0","6","4","0","0","53","21","36","1","1","11","3","20","0","0","0"
"3","2","49","421","15","1989","0","0","9","4","0","0","62","65","27","1","5","11","20","20","0","0","0"
"3","1","37","705","80","2007","0","0","12","9","0","0","12","6","41","1","4","11","17","20","8","1","1"
"3","1","99","997","99","9999","0","0","5","9","0","0","13","92","999","9","9","11","99","99","9","0","0"
"1","1","73","709","80","2014","0","0","63","9","0","0","10","47","21","1","1","11","19","20","8","0","0"
"2","2","37","709","80","1983","0","0","12","2","0","0","87","13","49","1","3","11","17","20","8","0","0"
"1","1","35","399","4","2007","0","0","12","9","0","0","12","6","40","2","1","11","3","20","0","0","0"
"3","1","52","47","6","2016","0","0","12","2","0","0","50","20","63","1","1","11","3","20","0","0","0"
"3","1","52","47","6","2016","0","0","12","2","0","0","50","20","58","2","1","13","3","20","0","0","0"
"3","1","20","28","4","2014","0","0","12","6","0","0","17","86","51","1","2","11","3","1","0","0","0"
"3","1","59","405","14","2017","0","1","3","6","0","0","66","87","54","2","3","11","3","8","0","0","0"
"4","1","73","709","80","9999","0","0","99","9","0","9","50","48","999","9","9","11","29","20","8","0","0"
"3","2","53","706","80","2006","0","0","12","4","0","0","13","2","61","2","2","11","17","20","8","0","0"
"3","2","12","32","4","2017","0","9","12","6","0","0","12","6","60","2","3","11","20","8","0","1","0"
"3","1","73","705","80","2008","0","0","61","6","0","0","66","82","32","1","2","11","5","20","8","0","0"
"4","1","37","31","9","2013","0","0","12","6","0","0","10","50","67","2","2","11","3","8","0","0","0"
"4","1","2","403","14","2010","0","0","12","6","0","0","62","51","72","2","3","13","3","1","0","0","0"
"4","1","55","42","9","2016","0","0","12","6","0","4","51","24","24","2","1","11","3","9","9","0","0"
"3","1","98","703","84","2012","0","0","0","6","0","0","98","98","60","1","5","11","17","20","8","0","0"
"3","1","58","42","2","2017","0","0","12","9","0","0","50","20","999","2","9","11","99","99","9","0","0"
"3","1","49","40","4","2017","0","0","6","2","0","0","53","21","64","2","1","11","3","20","0","0","0"
"4","1","99","999","99","9999","9","0","12","9","0","0","51","24","999","9","9","11","99","99","9","0","0"
"4","1","20","401","14","2002","0","0","6","6","0","0","53","25","21","1","1","11","3","20","0","0","0"
"4","1","30","46","4","2014","0","0","61","6","0","0","60","98","20","1","1","11","3","20","0","0","0"
"4","1","30","46","4","2014","0","0","61","6","0","0","60","98","18","2","1","21","3","20","0","0","0"
"4","1","12","401","14","2017","0","0","6","4","0","0","53","21","22","2","2","13","3","20","0","0","0"
"4","1","76","703","80","1993","0","0","0","2","0","0","9","98","18","1","3","11","19","20","8","0","0"
"3","2","48","38","6","2005","0","0","12","6","0","0","62","45","55","2","3","11","3","99","0","0","0"
"3","2","48","38","6","2005","0","0","12","6","0","0","62","45","58","1","3","13","3","99","0","0","0"
"3","2","72","706","80","2008","0","0","10","6","0","0","10","48","66","1","2","11","19","20","8","0","0"
"4","1","20","37","4","2016","0","0","12","6","0","0","12","6","24","2","3","13","20","99","0","0","0"
"4","1","37","706","80","2017","0","0","0","6","0","4","6","98","23","1","2","11","19","20","8","0","0"
"4","1","37","421","15","2008","0","0","12","6","0","4","52","28","71","2","1","11","3","99","0","0","0"
"4","1","63","402","14","2016","0","0","6","9","0","0","18","29","48","2","1","11","3","99","0","0","0"
"4","1","72","706","80","1984","0","0","12","6","0","4","6","7","30","1","4","11","17","20","8","1","0"
"2","2","2","405","14","2008","0","0","4","6","0","0","15","68","34","1","1","11","3","3","0","0","0"
"2","2","2","405","14","2008","0","0","4","6","0","0","15","68","8","2","2","21","3","3","0","0","0"
"2","2","2","405","14","2008","0","0","4","6","0","0","15","68","16","2","2","23","3","3","0","0","0"
"3","1","18","401","14","2006","0","0","4","6","0","0","15","68","11","2","2","21","3","20","0","0","0"
"3","1","12","23","4","2007","0","0","12","6","0","0","62","69","24","1","2","19","20","20","0","0","0"
"3","1","49","472","34","2018","0","0","12","6","0","0","13","1","26","1","3","11","20","8","0","1","0"
"3","1","37","32","4","1992","0","0","12","6","0","3","12","6","43","1","3","11","3","20","0","0","0"
"3","1","20","481","34","2010","0","1","4","6","0","0","66","87","30","1","3","11","3","3","0","0","0"
"3","1","20","481","34","2010","0","1","4","6","0","0","66","87","25","2","3","13","3","3","0","0","0"
"3","1","12","23","4","2016","0","0","9","6","0","0","15","82","76","1","2","11","3","2","0","0","0"
"3","1","24","7","4","2004","0","0","11","6","0","0","12","6","38","2","1","11","3","20","0","0","0"
"3","1","20","471","34","1998","0","0","6","6","0","0","53","21","49","1","2","11","3","20","0","1","0"
"3","1","2","405","14","2003","0","0","1","6","0","0","15","68","79","2","3","11","3","20","0","0","0"
"3","1","23","481","34","2014","0","0","12","6","0","0","62","69","52","1","3","11","3","20","0","0","0"
"3","1","23","481","34","2014","0","0","12","6","0","0","62","69","53","2","3","13","3","3","0","0","0"
"3","1","37","421","15","2003","0","0","4","6","0","0","15","68","65","2","1","13","3","1","0","0","0"
"3","1","23","481","34","2006","0","0","99","6","0","0","61","6","47","1","3","11","3","1","0","0","0"
"3","1","20","2","4","2018","0","0","12","6","0","0","62","98","55","1","3","11","3","20","0","0","0"
"3","1","20","2","4","2018","0","0","12","6","0","0","62","98","999","2","3","13","3","8","0","0","0"
"3","2","49","40","4","2011","0","0","12","6","1","3","11","7","49","2","2","11","3","1","0","0","0"
"3","2","35","47","4","2016","0","0","8","4","0","0","64","48","45","1","1","11","3","20","0","0","0"
"3","2","35","47","4","2016","0","0","8","4","0","0","64","48","43","2","1","13","3","20","0","0","0"
"3","2","20","2","4","2008","0","0","6","2","0","0","53","31","52","1","1","11","3","20","0","0","0"
"3","2","35","47","4","2018","0","0","2","6","0","3","6","2","62","2","2","11","3","8","0","0","0"
"3","2","99","399","10","9999","0","0","12","9","0","0","50","20","999","9","9","11","99","99","0","0","0"
"3","2","49","40","4","2008","0","0","6","2","0","0","53","23","28","2","1","11","3","20","0","0","0"
"3","2","49","482","34","2005","0","1","14","6","0","4","6","2","56","1","2","11","3","20","0","0","0"
"3","2","49","482","34","2005","0","1","14","6","0","4","6","2","56","1","2","13","3","20","0","0","0"
"3","2","12","481","34","2014","0","0","12","6","0","0","54","6","38","2","1","11","3","20","0","0","0"
"3","2","12","481","34","2002","0","0","12","6","0","0","10","28","66","1","1","11","3","1","0","0","0"
"3","2","76","704","80","2015","0","0","0","6","0","0","87","98","32","1","3","11","19","20","8","0","0"
"3","2","63","34","4","2015","0","0","12","6","0","0","17","69","20","1","1","11","3","1","0","0","0"
"3","1","23","421","15","2001","0","0","6","4","0","0","53","25","43","2","1","13","3","20","0","0","0"
"3","1","12","3","1","2016","0","0","6","2","0","0","53","21","28","2","2","13","3","20","0","0","0"
"3","1","99","999","79","9999","9","0","18","9","0","0","98","98","999","9","9","11","99","99","9","0","0"
"3","1","49","40","4","1997","0","0","63","4","0","0","10","47","62","1","1","11","3","20","0","0","0"
"3","1","20","481","34","2018","0","0","82","4","0","0","61","45","55","2","1","13","3","20","0","0","0"
"3","1","49","43","4","2002","0","0","6","6","0","4","6","32","41","2","1","11","3","8","0","0","0"
"3","1","58","43","4","2016","0","0","3","6","0","0","15","74","45","1","1","11","3","2","0","0","0"
"3","1","53","706","80","2008","0","0","9","6","0","0","62","69","32","1","3","11","5","20","8","0","0"
"3","1","41","51","4","9999","0","0","12","4","0","0","80","13","999","9","9","11","99","99","9","0","0"
"3","1","49","32","4","2010","0","0","6","2","0","0","53","25","63","2","1","11","3","20","0","0","0"
"3","1","55","401","14","2012","0","0","12","4","0","0","17","77","92","2","1","13","3","20","0","0","0"
"3","1","49","402","14","2001","0","0","6","2","0","0","53","21","34","1","2","11","3","20","0","0","0"
"3","2","49","32","4","2010","0","0","1","6","1","4","11","11","52","2","2","11","3","1","0","0","0"
"3","2","20","481","34","2005","0","0","12","6","0","0","12","6","25","1","2","11","3","9","0","0","0"
"3","2","49","40","4","2001","0","0","10","6","0","4","13","1","29","2","3","11","3","20","0","1","1"
"3","2","49","40","4","2001","0","0","10","6","0","4","13","1","24","2","4","13","3","20","0","0","0"
"2","1","37","441","20","2006","0","0","61","4","0","0","66","89","46","2","2","11","3","20","0","0","0"
"3","1","38","402","14","1997","0","0","1","2","0","0","50","48","26","9","9","11","99","99","0","0","0"
"3","1","49","401","14","2001","0","0","7","2","0","0","53","48","48","9","9","11","99","99","0","0","0"
"1","1","24","999","49","2003","0","0","6","9","0","0","20","92","999","9","9","11","99","99","9","0","0"
"1","1","12","399","8","2016","0","0","6","9","0","0","53","21","35","1","1","11","3","20","0","0","0"
"1","1","12","399","8","2016","0","0","6","9","0","0","53","21","31","2","1","13","3","20","0","0","0"
"3","1","12","3","2","2007","0","9","12","6","0","0","6","2","16","1","2","11","3","20","0","0","0"
"3","1","12","3","2","2007","0","9","12","6","0","0","6","2","14","1","2","13","3","20","0","0","0"
"1","1","2","407","14","2014","0","0","6","2","0","0","53","25","36","1","1","13","3","20","0","0","0"
"1","1","20","2","4","2009","0","0","6","4","0","0","53","21","66","2","2","11","3","20","0","0","0"
"3","1","63","38","5","2017","0","0","11","6","0","0","62","69","24","2","1","11","3","20","0","0","0"
"3","1","7","27","6","2013","0","0","12","2","0","0","15","68","3","2","2","21","10","20","0","0","0"
"1","1","99","988","50","9999","9","0","99","9","0","0","80","13","999","9","9","11","99","99","9","0","0"
"2","1","55","35","4","2008","0","0","12","6","0","0","10","98","20","1","2","11","99","9","0","0","0"
"2","1","55","35","4","2008","0","0","12","6","0","0","10","98","21","1","2","13","99","9","0","0","0"
"4","1","98","701","84","2009","0","0","12","4","0","0","15","82","53","2","2","11","17","20","8","0","0"
"3","1","12","481","34","2007","0","0","82","6","0","0","17","87","33","1","1","11","3","20","0","0","0"
"3","1","20","2","4","2008","0","0","12","6","0","0","66","86","41","1","2","11","3","20","0","0","0"
"3","1","20","2","4","2008","0","0","12","6","0","0","66","86","29","1","2","13","3","20","0","0","0"
"3","1","20","2","4","2008","0","0","12","6","0","0","66","86","31","2","2","23","3","20","0","0","0"
"3","1","20","2","4","2008","0","0","12","6","0","0","66","86","9","1","2","23","3","20","0","0","0"
"3","1","20","2","4","2008","0","0","12","6","0","0","66","86","4","1","2","22","3","20","0","0","0"
"3","1","20","2","4","2008","0","0","12","6","0","0","66","86","34","2","2","21","3","20","0","0","0"
"1","1","37","399","2","2002","0","0","12","9","0","0","3","2","45","1","3","11","3","9","0","0","0"
"3","1","12","37","4","2014","0","0","12","6","0","0","17","88","34","2","1","11","3","1","0","0","0"
"3","1","6","54","6","2004","0","0","62","6","0","0","66","89","37","1","2","11","3","20","0","0","0"
"2","1","7","21","6","2005","0","0","12","9","0","0","50","20","50","2","2","11","8","20","0","0","0"
"1","1","35","399","8","2006","0","0","6","9","0","0","53","98","68","2","3","11","2","20","0","0","0"
"1","1","55","399","8","2005","0","0","6","9","0","0","53","25","21","2","3","11","2","20","0","0","0"
"3","1","41","55","5","2014","0","0","6","4","0","0","53","23","6","1","2","23","3","20","0","0","0"
"1","1","99","999","99","9999","9","0","99","9","0","0","13","11","999","9","9","11","99","99","9","0","0"
"1","1","65","399","9","2016","0","0","12","9","0","0","13","3","47","2","1","11","3","20","0","0","0"
"3","1","7","29","4","2014","0","0","9","6","0","0","17","89","22","2","1","11","3","9","0","0","0"
"3","1","35","47","4","2005","0","0","12","9","0","0","66","88","31","2","2","11","3","20","0","0","0"
"4","1","49","40","4","2005","0","0","6","2","0","0","53","21","7","1","9","21","4","99","0","0","0"
"4","1","49","40","4","2005","0","0","6","2","0","0","53","21","4","2","9","23","4","99","0","0","0"
