"PERMVIT","RELJCT1","WEIGHT","MAKE","MODEL","ROLLOVER","VNUM_LAN","VTRAFCON","PCRASH5","ACC_TYPE","MDLYR_IM","IMPACT1_IM","PCRASH1_IM","INJ_SEV","REST_USE","AIR_BAG","SEX_IM","AGE_IM"
1,0,39.42641053647578,12,401,9,2,0,6,98,2003,0,1,4,20,20,2,47
1,0,74.96762657940108,12,481,9,8,0,1,0,2019,0,1,3,20,9,1,22
3,0,65.50257494178608,37,32,0,2,0,2,52,2011,12,6,2,8,8,1,36
3,0,65.50257494178608,13,421,0,2,0,1,52,2017,12,1,2,8,8,2,50
1,0,157.55977234997349,20,481,1,2,0,4,1,2009,1,1,2,8,8,1,32
1,0,29.878196201661314,72,706,0,8,3,3,98,2018,0,1,2,19,20,1,25
3,8,155.17164895421578,63,32,0,4,0,1,69,2013,12,1,2,3,8,2,19
1,8,27.939513066722494,72,706,0,8,0,1,98,2016,0,1,2,19,20,1,59
4,8,72.72004297909503,42,42,0,2,3,1,21,2015,6,5,2,3,8,1,72
1,0,13.298682135555882,20,25,1,2,0,4,1,2014,12,15,4,1,9,1,64
5,8,70.95734111327079,7,999,0,3,0,1,28,2017,12,2,2,3,9,1,68
1,0,27.07623754927052,7,26,0,8,0,4,1,2013,12,14,3,20,1,1,46
2,0,47.64461409241947,37,706,0,2,0,1,98,1986,0,1,3,19,20,1,24
2,0,49.83918911376623,20,481,0,2,0,7,50,2006,12,14,4,3,9,1,32
3,0,161.2307428930967,35,472,0,6,0,1,69,2006,11,1,2,3,1,1,41
2,0,158.7592480291468,20,423,0,1,98,1,93,2017,5,1,4,3,20,2,50
3,8,165.46654363344257,12,37,0,5,0,1,21,2008,6,5,2,3,20,1,73
5,8,14.052086468369897,37,39,0,3,20,1,76,2018,2,11,3,3,9,2,76
3,0,15.057170468655404,59,35,0,5,0,1,24,2016,12,1,3,3,8,1,31
1,0,76.42125782774367,34,35,0,6,0,4,7,2015,83,1,2,3,9,1,33
6,0,30.93527988525235,72,706,0,4,0,1,45,2018,9,1,2,19,20,1,43
2,8,27.027980919403934,30,40,0,8,0,2,50,2010,12,1,3,3,8,1,21
2,8,27.027980919403934,35,43,0,8,0,1,51,2010,12,1,3,3,8,1,40
1,0,65.90088958480054,63,34,0,2,0,4,11,2015,12,1,2,3,20,1,33
3,0,66.66710034589241,12,23,0,3,0,1,20,2017,12,1,2,3,20,2,57
4,0,65.90088958480054,55,35,0,2,0,1,21,2014,6,5,2,3,20,2,25
1,0,40.42351510028027,63,37,0,2,0,4,11,2016,12,1,3,20,1,1,34
4,8,14.486678666473079,20,37,0,4,3,1,68,2015,11,11,3,3,8,1,57
1,0,97.816715479563,37,31,0,2,0,4,6,2015,11,1,2,3,1,2,40
2,0,29.99175312854427,41,50,0,8,0,7,64,2011,11,1,3,3,8,1,28
1,0,68.2428632914539,49,40,0,2,0,4,14,2016,12,10,2,3,8,1,87
2,0,65.5025749423511,35,47,0,2,0,1,77,2006,11,1,2,8,1,2,29
2,0,65.5025749423511,35,50,0,4,3,1,25,2015,6,4,2,8,20,2,49
3,0,37.15673670162907,12,25,0,3,3,1,21,2013,6,5,3,8,20,2,46
3,8,37.15673670162907,63,402,0,2,3,1,20,2013,12,1,3,20,20,1,89
3,8,37.15673670162907,12,880,0,2,3,1,21,2008,6,5,3,8,20,1,31
4,0,37.15673670162907,55,33,0,5,3,1,25,2012,6,2,3,8,20,1,38
4,0,27.3394040173758,55,33,0,8,3,1,87,2013,2,1,2,3,1,2,21
4,0,27.3394040173758,7,442,0,8,3,1,86,2005,12,1,3,3,1,2,35
3,0,30.18319530666335,73,709,0,8,0,1,74,2012,12,10,2,17,20,1,25
1,0,69.25332958654744,49,401,0,8,0,1,13,2015,12,14,2,3,8,2,36
1,0,30.935279886017614,98,709,0,2,0,1,98,2008,0,1,2,19,20,1,32
4,8,42.03785470606385,7,461,9,2,0,1,31,1980,6,2,4,3,20,1,68
4,8,42.03785470606385,35,50,1,2,0,1,98,2009,6,1,2,3,20,2,27
2,0,21.24426457916014,49,46,0,2,0,2,50,2018,12,6,3,3,9,1,26
2,0,21.24426457916014,37,31,0,2,0,1,51,2017,12,1,4,3,9,1,63
3,0,27.779505269016976,72,706,0,2,3,1,23,2007,6,5,2,17,20,1,53
3,0,160.18553561717732,7,472,0,3,0,1,69,1999,12,1,2,3,1,1,42
3,0,20.623989908682294,37,402,0,2,0,2,64,2017,62,1,3,3,9,2,80
2,0,30.935279883692417,37,705,0,5,0,1,98,1996,0,1,3,19,20,1,28
2,0,19.470202623291446,49,403,0,1,0,4,1,2018,12,1,4,20,9,2,61
4,8,76.4212578273306,12,422,0,1,0,4,98,2003,12,14,2,3,9,1,27
3,8,36.30911722881742,20,2,0,8,0,1,83,2008,82,1,2,3,8,1,86
4,0,26.94965435506558,37,32,0,3,0,2,24,2005,12,15,3,3,8,1,37
4,0,26.94965435506558,20,481,0,3,0,1,25,2002,6,1,2,3,20,1,21
4,0,68.14022451783879,20,25,0,4,0,2,46,2014,5,15,2,3,20,2,25
4,0,27.561556738241116,53,706,0,6,0,1,45,2008,9,1,2,19,20,1,36
2,0,26.851705189385978,54,31,0,6,0,4,8,2001,12,1,3,99,9,2,20
2,8,27.92694289764931,20,499,0,8,99,1,51,2006,12,1,3,3,20,1,50
2,8,27.92694289764931,12,499,0,8,99,2,50,2000,12,1,3,3,20,1,41
2,8,31.765583030089434,41,45,0,8,0,2,50,1996,12,1,4,20,20,1,52
2,8,31.765583030089434,7,482,0,8,0,1,51,2001,12,1,4,99,20,1,77
2,8,152.77433506014836,35,52,0,8,3,1,20,2009,12,1,2,3,20,2,17
1,8,26.07526944041561,72,706,0,8,0,1,98,2009,0,1,2,19,20,1,37
2,0,66.23651699349035,2,407,0,8,3,1,69,2015,12,1,2,8,1,2,63
3,0,65.90088958480054,19,18,0,5,3,1,68,2005,12,11,2,3,9,2,46
3,0,65.90088958480054,20,406,0,5,3,1,69,2016,11,1,2,3,9,2,55
2,0,27.57108646405433,12,401,0,8,0,2,50,2002,12,1,3,8,1,1,17
2,0,27.57108646405433,12,481,0,8,0,1,51,2017,12,1,2,3,1,1,57
2,0,27.561556737886246,34,706,0,8,0,1,32,2017,12,1,2,19,20,1,51
3,8,65.90088958480054,20,403,0,6,3,1,69,2004,12,1,2,3,9,1,23
2,8,16.071732220890688,59,38,0,6,3,1,69,2015,12,1,3,3,9,1,60
2,8,16.071732220890688,20,398,0,5,3,1,68,1974,12,11,3,3,20,1,80
2,0,65.90088958443596,63,37,0,6,0,1,48,2016,9,5,2,3,20,2,21
3,0,68.14022451783879,6,43,0,6,3,1,68,2005,2,11,2,3,9,1,23
3,0,68.14022451783879,12,481,0,6,3,1,69,2018,12,1,2,3,9,1,65
3,8,44.470480578876995,37,709,0,5,3,1,69,2007,12,14,4,19,20,1,20
1,8,33.21999344756888,37,32,0,3,97,4,1,2009,12,1,3,3,9,1,29
5,8,82.62303099283851,37,32,0,8,0,1,69,2014,12,1,2,3,20,2,29
5,8,82.62303099283851,49,40,0,8,0,1,68,2012,2,11,2,3,20,2,31
3,8,34.39099324339172,76,709,0,8,3,3,79,2009,12,1,2,17,98,1,20
1,8,30.85720224585304,72,709,0,8,0,9,98,2009,0,1,2,19,20,1,32
3,0,21.227678562411754,55,404,9,2,0,1,24,2018,12,1,4,3,9,1,67
3,8,16.416304491134152,7,482,0,3,3,1,69,2017,12,1,3,3,9,1,55
1,0,33.75556455526577,37,402,0,2,0,4,1,2004,12,14,3,3,9,2,50
7,0,68.34612999062786,49,32,0,3,0,1,83,2016,12,1,2,3,8,2,19
5,0,74.11694294072599,20,37,0,8,0,1,21,2014,6,5,2,3,20,2,32
5,0,74.11694294072599,63,402,0,8,0,1,20,2016,12,1,2,3,1,2,17
2,0,244.1231680508098,55,38,0,8,0,1,88,2001,12,1,2,20,20,1,17
1,0,14.927807283374936,58,41,1,2,0,4,6,2017,0,1,3,20,9,1,33
4,0,30.66203670491544,49,51,9,2,0,4,1,2017,0,15,2,3,9,2,26
4,0,30.66203670491544,49,404,9,2,0,4,98,2008,0,1,2,3,9,1,56
3,8,68.19379844320726,34,404,0,4,20,1,22,2017,6,5,2,3,20,2,45
5,8,13.527384126303621,49,442,0,3,0,1,68,2014,1,11,3,3,1,2,31
5,8,13.527384126303621,20,25,0,2,0,1,69,2017,12,1,3,3,8,1,20
4,0,30.93527988462828,98,705,0,4,0,1,45,2015,82,1,3,19,20,1,23
2,8,64.42279587619947,49,40,0,2,0,2,64,2018,4,14,2,3,20,1,22
2,0,68.2497539445074,37,402,0,6,3,1,89,2018,62,1,2,3,2,1,78
2,0,68.2497539445074,12,3,0,6,3,1,88,2012,12,1,2,3,1,1,27
2,8,76.42125783061248,37,31,0,8,3,1,20,2018,12,1,2,3,9,2,20
5,8,178.4020868651779,20,36,0,8,0,2,72,2006,9,11,2,3,20,1,27
5,8,76.42125783061248,37,441,1,8,3,1,87,2006,3,1,2,1,9,2,38
1,0,65.22005522958035,20,401,1,2,0,4,6,2002,62,1,4,3,20,1,23
2,8,29.146866374456913,12,399,0,8,0,1,77,2008,9,1,3,3,98,1,19
1,0,27.351255617020055,7,481,1,5,3,4,2,1986,2,11,3,20,20,1,18
5,0,30.85720224585304,72,709,0,8,0,2,47,2011,7,16,2,19,20,1,55
4,0,68.2428632914539,69,54,0,5,3,1,98,2019,6,5,2,3,20,2,36
2,8,34.772086693010166,76,706,0,8,3,1,74,2017,61,10,2,98,20,1,22
1,0,27.154190696522967,73,706,0,2,0,4,1,2005,0,14,3,19,20,1,45
1,0,27.351255615646263,20,22,1,6,0,4,1,2008,1,14,3,3,9,1,38
3,8,29.146866374456913,35,999,0,8,0,1,29,2012,6,2,3,3,98,1,26
6,0,26.94965435419846,22,32,0,2,20,1,89,2006,11,4,3,3,9,1,54
6,0,26.94965435419846,20,481,0,2,0,1,88,2009,12,1,3,3,9,1,50
6,0,26.94965435419846,12,481,0,2,0,1,98,2010,12,1,2,3,9,1,29
3,0,66.98383254339834,12,481,0,2,0,1,25,2017,6,1,2,3,2,1,44
2,8,168.09256646873183,7,999,0,8,3,1,69,2013,12,1,2,99,20,1,30
1,0,21.16524498740301,12,422,9,2,0,6,98,1999,0,1,4,3,1,1,16
1,0,157.30090507033808,63,402,0,2,0,4,1,2011,12,1,2,3,9,2,33
3,8,29.018940998605512,23,421,0,3,3,1,88,2009,12,1,2,3,1,1,48
3,8,29.018940998605512,20,481,0,2,3,1,89,2008,9,1,3,3,1,1,59
2,0,29.878196201792353,72,706,0,3,0,3,98,2013,0,1,2,17,20,1,51
2,8,27.69872294453196,12,3,0,3,3,1,24,2010,12,1,3,3,20,1,51
2,8,157.9384909589564,54,37,0,4,3,1,21,1999,6,5,2,3,20,2,18
1,8,104.30385774583996,7,29,9,2,0,4,2,2016,12,1,2,3,1,1,29
2,0,69.0489826403871,35,47,0,8,3,1,20,2014,12,1,2,3,20,1,48
3,0,26.93527990441376,41,50,0,2,0,2,50,2010,12,14,3,3,1,1,30
3,0,26.93527990441376,35,402,0,2,0,1,51,2010,12,14,2,3,1,2,50
2,8,157.9384909589564,23,481,0,2,3,1,69,2003,12,1,2,3,1,1,54
1,8,37.40243426183797,12,4,0,4,3,4,6,1997,61,11,2,3,9,1,36
5,0,16.429131192859263,39,37,0,2,0,2,52,2010,12,14,3,20,9,1,20
5,0,16.429131192859263,12,37,0,2,0,1,52,2018,12,14,3,3,9,2,30
3,1,13.782262014765777,23,481,9,2,3,1,87,2018,1,1,3,3,8,1,69
2,8,30.337788331165676,99,709,0,2,0,1,69,2017,12,1,3,29,20,2,22
3,0,39.34405632856618,37,709,0,2,0,1,98,2002,0,2,4,5,20,1,45
1,8,67.58158792785004,51,51,0,2,0,4,3,2015,12,1,2,3,8,2,81
1,8,27.952941041715345,98,701,0,2,0,3,98,2014,0,14,2,19,20,1,34
1,8,157.9384909589564,2,405,0,2,0,4,7,2006,12,1,2,3,1,1,31
5,0,66.81490987171465,35,47,0,4,0,1,98,2016,6,5,2,3,20,2,44
2,1,22.446967204250743,35,43,0,3,0,2,50,2017,12,14,3,20,8,1,36
2,1,22.446967204250743,82,881,0,3,0,2,51,2013,12,14,2,3,20,1,56
1,8,27.027980919403934,48,38,0,2,0,4,1,2013,12,14,3,3,8,2,20
3,0,27.534924163810622,20,421,0,2,97,1,89,2002,11,1,3,3,1,1,34
3,0,27.534924163810622,37,31,0,2,97,2,64,2001,12,14,3,3,1,2,25
1,0,27.763795792439346,73,706,0,2,0,4,1,2015,12,14,2,17,20,1,45
2,0,159.34962838819715,49,32,0,1,21,1,23,2012,6,5,2,3,20,2,54
2,0,68.38656772736466,35,47,0,7,0,2,50,2018,12,5,2,3,8,2,22
2,0,68.38656772736466,42,48,0,7,0,1,51,2001,12,15,2,3,20,1,57
3,0,27.297360639656915,35,47,0,2,20,1,87,2008,3,4,2,3,20,1,49
1,0,26.90515440026045,63,34,0,2,0,4,7,2016,12,1,3,20,8,1,24
3,0,36.67099923069161,37,402,0,2,0,1,50,1999,12,1,4,3,1,2,76
3,0,36.67099923069161,23,481,0,2,0,1,51,2006,12,1,2,3,1,1,27
3,0,67.78164857593387,63,38,0,4,0,1,20,2016,12,1,2,3,20,1,26
3,0,132.153289472259,12,481,0,3,3,1,68,2003,12,11,2,3,1,1,31
2,0,67.78164857593387,7,442,0,2,0,4,3,2016,1,1,2,3,20,2,63
2,0,27.539046063332894,12,16,0,2,3,1,88,2010,12,1,3,3,20,2,36
2,8,68.34612999062786,37,31,0,2,20,1,82,2018,12,11,2,3,8,1,32
2,8,68.34612999062786,12,481,0,5,0,1,83,2017,1,1,2,3,20,1,55
2,8,27.915241908900445,63,441,0,2,20,1,89,2004,11,1,3,3,20,2,55
2,8,27.915241908900445,35,47,0,3,0,1,88,1999,12,1,2,3,1,1,39
3,8,13.527384125982277,55,35,0,3,0,1,79,2016,12,1,3,3,20,2,36
2,0,27.779505269424718,37,706,0,2,0,1,98,2006,0,1,3,5,98,1,65
1,8,16.416304491134152,37,31,0,2,0,4,6,2016,12,1,3,3,9,1,24
1,0,27.3394040173758,20,482,2,4,0,2,98,2004,0,1,3,20,20,1,21
2,0,65.22005522958035,20,481,0,2,0,2,50,1991,12,1,4,20,20,1,38
1,0,157.28765669704657,7,20,0,2,0,4,2,2003,14,14,2,3,20,1,56
4,8,146.50336475943737,12,499,0,8,3,1,83,2002,12,1,2,3,98,1,18
4,0,13.965037671281095,35,43,0,4,0,1,66,2014,12,14,3,3,8,2,49
8,0,27.539046063332894,12,402,0,4,3,1,20,2003,12,1,3,20,1,1,41
1,8,28.45463736352787,72,706,0,2,0,1,98,2003,0,11,2,17,20,1,45
2,0,13.591845387911137,7,28,0,8,3,1,88,2019,12,4,2,8,20,1,52
2,0,13.591845387911137,49,43,0,8,3,1,89,2014,11,1,3,8,8,1,42
3,0,156.64730850461262,37,31,0,4,0,1,21,2013,6,5,2,3,20,2,19
2,1,167.76785939193869,49,402,0,4,3,1,69,2011,12,1,2,3,1,2,60
2,0,27.82644600081746,37,402,0,2,0,1,20,2011,12,1,3,3,1,2,25
5,0,78.14427551921256,14,402,0,2,20,1,86,2005,12,1,2,3,20,2,20
5,0,78.14427551921256,6,42,0,2,0,1,87,1997,82,1,3,3,1,2,60
2,0,27.561556737886246,37,706,0,4,97,1,98,2006,12,1,2,19,20,1,21
1,0,166.8376268578998,37,31,9,2,0,2,98,2004,0,1,2,3,8,1,20
2,8,26.07526944041561,72,706,0,8,0,3,98,2001,0,1,2,17,20,1,24
3,8,13.037634719981355,2,407,0,8,0,1,24,2017,12,1,3,99,1,2,55
3,8,13.037634719981355,6,441,0,8,0,2,25,2015,6,15,2,2,20,1,76
3,0,13.396901945369807,49,402,0,5,3,1,69,2016,12,1,3,3,8,2,68
3,0,71.09160669304927,49,32,0,4,0,1,20,2018,12,1,2,3,20,1,26
4,0,159.38534426845627,59,35,0,3,3,1,69,2010,12,1,2,3,1,2,38
5,0,68.14022451783879,49,46,0,8,3,1,21,2016,6,5,2,3,20,1,34
4,0,27.351255615841108,49,40,1,2,0,4,7,2004,81,14,3,3,20,2,52
2,0,156.64730850461262,20,2,0,3,0,3,68,2006,12,11,2,3,20,2,22
1,0,27.57108646421298,19,23,0,8,0,4,5,2013,81,1,3,3,8,2,78
2,8,29.30695300276587,41,999,0,8,3,1,89,2018,9,1,2,3,1,2,22
2,8,29.30695300276587,42,999,0,8,3,1,88,2002,12,1,3,3,2,1,43
1,0,239.78068421083054,20,481,9,8,0,4,7,2006,3,1,2,3,20,1,58
3,0,12.81871228963443,35,47,0,8,0,1,20,2014,12,1,3,3,8,1,68
2,0,157.30090507033808,20,37,0,2,0,1,25,2008,6,2,2,3,20,1,44
2,8,13.825776484981503,20,999,0,8,3,1,82,2018,61,11,3,3,98,2,40
4,0,108.51123137228787,20,473,9,8,0,1,24,2016,12,1,2,3,2,1,45
1,0,66.22015236135553,23,421,1,2,0,4,8,1998,0,1,3,3,20,1,37
1,0,28.221862868911714,18,19,1,2,0,4,1,2014,9,1,4,20,8,1,24
5,0,30.42650220593386,37,703,0,3,0,1,98,2016,0,1,3,19,20,1,27
1,0,74.96762657940108,37,31,9,5,0,4,1,2018,0,1,2,3,9,1,26
1,8,26.808824431605462,12,3,0,2,0,4,2,2009,61,14,3,3,8,2,40
3,8,24.45959478505861,37,31,0,2,0,1,28,2018,12,1,3,3,1,1,66
3,8,24.45959478505861,63,402,0,2,0,1,31,2003,6,2,2,3,20,2,29
1,8,155.17164895421578,59,31,0,2,0,4,2,2005,63,1,2,3,9,2,29
3,8,32.85877317541226,20,481,0,4,0,2,66,2015,81,14,4,3,1,1,18
3,8,32.85877317541226,20,481,0,4,0,1,66,2014,12,14,3,3,1,1,19
1,8,26.808824431605462,63,36,0,2,0,1,66,2009,12,1,3,3,1,1,36
1,8,26.808824431605462,12,481,0,3,0,4,1,2000,12,14,3,3,1,1,45
2,8,14.427438849702835,35,399,0,8,3,1,21,2018,6,5,3,3,20,2,60
1,0,107.11389259404832,12,481,0,2,0,4,6,2009,62,1,3,99,20,1,18
1,0,26.94965435506558,35,43,1,2,0,4,3,2010,81,14,3,3,20,2,19
1,0,107.11389259404832,20,481,0,2,0,4,1,1990,12,1,3,3,20,1,60
1,0,156.6473085073715,12,471,0,2,0,4,7,2007,61,14,2,3,20,1,25
2,0,36.743401200262326,20,22,0,4,0,2,52,2007,12,1,4,3,9,1,28
2,0,36.743401200262326,20,481,0,4,0,1,52,2012,12,1,2,3,9,1,33
2,8,14.427438849702835,12,399,0,8,0,1,51,2008,12,1,3,1,20,1,51
2,8,14.427438849702835,42,399,0,8,0,2,50,2016,12,1,3,1,20,2,78
2,0,131.6995162817566,55,401,0,3,0,1,98,2003,81,1,2,3,20,2,19
2,8,65.90088958480054,37,402,0,5,3,1,21,2017,6,5,2,3,20,2,33
1,0,29.878196201661314,98,706,0,8,0,2,98,2018,0,14,2,17,20,1,29
1,0,13.43301608153499,37,32,0,2,0,4,1,2016,1,1,3,20,8,1,20
3,0,65.9008895837182,37,441,0,5,0,1,29,2014,6,2,2,3,9,2,38
2,8,157.3009050685084,20,22,0,5,3,1,69,2005,12,1,2,3,9,2,23
2,0,157.30090507033808,35,47,0,2,0,1,20,2002,12,1,2,3,20,1,36
1,8,26.958549535006686,49,40,0,8,0,4,1,2007,12,1,3,3,9,2,92
2,0,27.3394040173758,20,431,0,2,0,1,89,2001,9,1,3,3,20,2,28
3,0,67.86238550274241,30,402,0,8,0,1,21,2014,6,5,2,3,20,2,24
1,0,178.4020868651779,49,44,0,3,97,4,6,2007,12,14,2,3,20,2,52
2,0,30.49019036585444,49,44,1,2,0,4,6,2001,62,6,2,3,20,1,46
5,8,157.30090507033808,12,16,1,2,0,2,66,2000,1,1,2,20,8,2,47
5,8,157.30090507033808,14,6,0,2,0,1,66,2003,12,1,2,3,20,2,30
2,0,91.50572574010941,20,481,0,8,0,4,8,2014,12,14,2,20,9,2,22
1,0,29.488002130890294,72,706,0,8,0,3,98,2013,0,1,2,19,20,1,36
5,8,67.85786884568931,12,37,0,2,0,1,86,2017,12,1,2,3,9,1,21
2,0,67.86238550398285,58,403,0,8,0,1,29,2018,6,2,2,3,20,1,39
2,0,67.86238550398285,35,39,0,8,0,1,28,2006,12,2,2,3,20,1,17
1,0,27.779505268957156,73,706,0,5,0,4,1,2000,12,1,2,5,20,1,26
4,0,68.24975394055888,59,403,0,8,0,1,21,2017,6,5,2,3,1,2,36
1,8,104.30385774583996,49,40,1,2,0,4,6,2014,12,1,2,3,1,2,26
2,8,31.641368010697132,12,3,0,6,3,1,68,2006,5,11,4,3,20,2,28
2,8,28.476085033952483,49,472,0,4,0,2,98,2011,12,12,2,97,20,2,74
2,8,28.476085033952483,37,705,0,3,0,1,98,1992,11,1,2,5,20,1,18
4,0,26.93527990441376,37,421,2,2,0,4,8,2004,0,1,3,20,20,2,55
2,8,27.69872294453196,41,35,1,2,0,1,24,2000,12,1,3,20,1,1,23
2,8,27.69872294453196,82,881,0,2,0,1,25,2019,6,1,2,3,20,1,60
2,8,68.228832409925,49,40,0,2,0,1,88,2016,12,1,2,3,8,2,64
3,0,163.08517075393542,35,47,0,8,0,1,69,2008,12,1,2,3,20,1,25
1,0,14.254755182787685,48,47,0,3,0,4,2,2016,4,14,4,3,9,1,22
2,0,70.19870074865648,55,999,0,2,0,1,65,2014,9,1,2,3,20,2,69
2,0,70.19870074865648,12,999,0,2,0,2,64,2018,11,1,2,3,20,1,56
2,8,27.351255617020055,35,402,0,4,3,1,69,2003,9,1,3,20,8,1,54
3,0,69.25332958347232,12,23,0,8,0,2,64,2017,11,1,2,3,8,2,64
3,0,69.25332958347232,7,27,0,8,0,1,65,2009,11,1,2,3,8,2,31
1,0,30.42650220593386,98,706,0,2,0,4,1,2008,12,1,3,19,20,1,19
2,0,65.90088958480054,37,402,0,4,0,1,87,2016,3,1,2,3,8,2,66
2,8,165.54169224614188,12,399,0,8,0,1,20,2010,12,2,2,3,9,2,27
2,0,159.54854961472142,49,40,0,6,0,1,79,2013,1,1,2,3,20,1,50
3,8,14.427438849702835,49,499,0,8,3,1,69,2015,12,14,3,3,9,2,35
3,8,14.427438849702835,48,999,1,8,3,1,68,2010,12,11,3,3,9,2,65
4,0,68.2428632914539,35,43,0,4,3,1,68,2017,3,11,2,3,20,2,49
3,0,157.30090507033808,37,421,0,4,0,3,45,2006,62,1,2,3,20,2,34
3,0,160.22431180775772,12,481,0,5,0,1,21,2001,6,5,2,3,20,1,63
1,0,28.012827085499186,53,706,0,8,0,2,98,2002,0,14,2,5,20,1,32
1,0,159.99945569998138,49,401,0,8,0,4,6,1999,11,1,2,3,8,2,20
1,0,67.86238550387527,23,422,9,8,0,4,6,2015,11,14,2,3,8,1,37
4,8,27.15419069548519,72,706,0,5,3,1,88,2005,12,1,2,19,20,1,47
1,0,30.85720224585304,99,709,0,8,0,1,0,2003,0,14,3,19,20,1,22
2,0,27.82644600081746,20,481,0,4,3,1,88,2007,12,1,3,3,8,1,53
1,8,34.39099324508658,37,709,0,3,0,1,98,2005,0,1,2,19,20,1,65
1,0,194.66217464432398,35,401,0,4,0,4,6,1998,12,1,2,3,9,1,19
2,8,27.027980919403934,55,33,0,2,0,1,51,2010,12,14,3,3,20,1,54
1,0,160.4076610511714,12,481,9,8,0,4,7,2006,0,1,2,3,20,2,32
3,0,159.99945569998138,7,482,0,8,0,2,64,1997,12,2,2,3,20,1,21
3,0,159.99945569998138,37,402,0,8,0,1,65,2013,11,1,2,3,9,2,54
1,0,28.81247714133043,37,32,1,8,0,4,7,2002,11,1,4,3,20,1,19
1,8,27.69872294453196,37,421,0,2,0,4,1,2008,12,1,3,3,1,2,47
2,8,27.952941041715345,72,706,0,4,0,2,58,2005,12,1,2,19,20,1,32
2,8,13.390861563815836,23,481,0,4,3,1,21,2015,6,5,3,3,20,1,44
4,8,67.58158792785004,37,32,0,3,0,1,98,2014,6,2,2,3,1,1,40
2,8,26.94965435506558,37,32,0,6,0,1,28,2001,12,1,3,3,20,2,18
2,0,36.47567847290096,72,706,0,8,0,1,69,2005,12,1,3,17,20,1,54
2,0,193.3845999043668,41,51,0,3,0,4,1,2008,12,1,2,3,20,2,20
2,0,78.13454015610264,6,51,0,2,0,1,51,2014,12,1,2,3,20,1,30
1,0,39.42641053647578,37,32,9,3,0,4,1,2004,10,1,4,20,20,1,28
2,0,13.861093761464913,49,399,0,8,3,1,21,2017,6,5,3,3,98,1,25
2,0,37.15673670162907,6,18,0,2,3,1,82,2012,11,11,3,8,8,2,27
2,0,37.15673670162907,22,32,0,2,3,1,83,2010,12,1,2,8,8,1,42
3,0,37.15673670162907,12,32,0,5,3,1,83,2011,12,1,3,8,8,2,65
3,0,37.15673670162907,12,481,1,2,3,1,82,2005,9,11,3,8,20,2,21
1,0,27.561556737886246,72,706,0,4,0,4,5,2017,12,14,3,19,20,1,46
2,0,65.90088958480054,49,32,0,2,0,1,89,2016,8,1,2,3,9,1,42
2,0,68.2428632914539,6,51,0,8,0,1,98,2016,12,1,2,3,8,1,33
2,0,30.183195307350378,53,709,0,8,97,3,85,1998,12,1,3,19,20,1,29
2,0,14.921075396787229,63,999,0,2,3,2,46,2014,5,15,3,3,9,2,69
3,0,70.56304596317443,58,399,0,8,0,2,46,2011,6,15,2,3,20,1,33
1,0,156.64730850492157,2,404,0,2,3,4,7,2007,12,1,2,3,20,1,66
3,0,26.958549535006686,12,481,0,2,20,1,69,2003,12,1,3,20,9,1,19
2,0,68.2428632914539,35,43,0,8,20,1,89,2014,11,1,2,3,1,2,30
3,0,42.45638442244986,12,471,1,2,0,1,52,1993,12,14,4,20,9,1,50
3,0,42.45638442244986,6,441,0,2,0,1,52,2005,12,14,3,3,8,2,50
2,0,161.55986428301964,37,32,0,2,0,4,7,2009,12,14,2,3,9,1,25
2,0,28.09105559070563,99,709,0,2,0,1,98,2012,12,1,2,17,20,1,33
2,0,160.62937693742535,49,32,9,8,20,4,14,1995,12,2,2,3,1,1,79
2,0,27.07623754912768,12,37,0,8,0,1,28,2006,12,1,3,20,1,1,25
3,8,26.94965435506558,20,2,0,4,0,1,20,2012,12,2,3,3,9,1,47
2,0,28.55232137625607,12,21,0,8,0,4,11,2007,12,1,3,3,9,1,63
1,0,30.967094216178722,72,709,0,8,0,1,15,2009,83,1,3,19,20,2,46
2,0,70.65272765911074,49,482,2,2,0,6,98,2004,0,14,3,3,20,2,64
2,8,13.370292815595292,37,31,0,2,3,1,69,2018,62,1,3,3,20,1,27
2,8,67.58158792785004,63,38,0,3,0,1,69,2017,12,1,2,3,20,1,32
2,0,30.4265022073421,72,709,0,5,0,1,28,2015,12,1,2,19,20,1,32
2,1,72.54516699875528,20,25,0,8,0,1,68,2015,12,11,2,3,98,1,72
2,1,72.54516699875528,49,401,0,8,0,1,69,1999,7,1,2,3,98,2,34
2,1,14.522069847382607,41,403,0,6,3,1,86,2016,12,1,3,20,8,1,47
2,0,159.806670996965,37,31,0,2,0,1,86,2007,12,1,2,3,9,1,72
1,0,29.878196201792353,98,703,0,5,0,1,98,2017,0,11,2,17,98,1,39
1,0,177.61964125671386,49,472,0,5,0,4,1,2008,12,1,2,3,20,2,58
2,0,137.6693695007102,85,881,0,2,0,1,73,2017,12,14,2,3,20,1,45
1,8,40.444979188918246,7,422,0,2,0,4,92,2018,5,9,2,3,20,1,56
4,0,66.66710034589241,12,37,0,4,0,1,45,2014,62,1,2,3,20,1,63
1,0,13.668158892050513,2,403,1,2,0,4,11,2015,1,1,4,3,20,1,58
2,0,29.267514426458778,12,422,0,2,0,4,1,2003,12,1,3,3,20,1,32
1,1,159.806670996965,19,421,2,8,0,4,2,2002,0,14,2,99,20,1,81
