"PERMVIT","RELJCT1","WEIGHT","MAKE","MODEL","ROLLOVER","VNUM_LAN","VTRAFCON","PCRASH5","ACC_TYPE","MDLYR_IM","IMPACT1_IM","PCRASH1_IM","INJ_SEV","REST_USE","AIR_BAG","SEX_IM","AGE_IM"
3,0,13.937198853320496,35,43,0,4,3,1,88,2015,12,1,2,3,8,2,21
3,8,70.99704695241965,13,399,0,8,0,1,25,2018,6,1,2,3,9,1,79
1,0,68.14022451783879,63,402,0,2,0,4,1,2017,1,1,2,3,9,2,33
2,8,14.001278788577384,49,399,0,8,0,4,7,2018,6,1,2,3,9,2,26
4,8,68.24975394454289,6,51,0,8,3,1,68,2014,12,11,2,3,20,2,31
2,0,65.90088958480054,6,18,0,8,0,1,87,2015,82,1,2,3,9,2,40
2,0,169.30392939343193,34,402,0,2,0,1,51,2005,12,1,2,3,8,1,63
4,8,32.50973586112167,37,31,0,2,0,1,88,2000,12,1,3,3,20,1,36
2,8,195.21146276558676,52,37,0,3,20,1,20,2003,12,1,2,3,20,1,29
1,0,14.927807283374936,37,32,0,2,0,4,1,2015,12,1,3,3,20,1,87
3,8,30.93527988462828,98,709,0,7,3,2,68,2007,81,11,2,98,20,1,15
9,0,13.339819296470921,20,36,0,2,0,1,21,2002,6,5,3,3,9,1,58
9,0,13.339819296470921,34,44,0,2,0,1,98,2015,6,5,3,3,20,1,64
1,0,161.230742893657,12,481,0,2,0,4,6,2002,12,1,2,3,20,1,18
2,0,27.571086465225957,6,14,0,8,0,1,69,1993,10,1,3,3,98,1,56
2,8,27.92694289764931,20,399,0,8,0,1,71,2005,62,6,3,2,98,1,26
4,0,66.2365169930333,42,401,0,8,0,1,21,2015,6,5,2,8,1,2,64
1,0,26.174898801322374,73,702,0,2,0,1,0,2006,0,2,2,17,20,1,31
2,8,30.935279886017614,76,709,0,4,97,1,98,2014,0,1,2,19,20,1,39
9,0,32.50973586112167,20,401,0,3,0,1,20,1989,12,1,3,20,20,1,64
2,8,68.2497539431724,55,401,0,2,20,1,86,2005,12,1,2,3,8,2,27
2,8,68.2497539431724,30,42,0,2,0,1,87,2017,83,1,2,3,8,1,32
1,8,28.058709005313414,76,709,0,8,0,4,6,2018,12,14,2,17,20,1,53
5,8,69.0489826403871,42,54,0,3,0,1,20,2014,12,1,2,3,20,2,33
1,0,28.454637363695454,98,703,0,2,0,4,6,2008,12,1,2,17,20,1,51
2,8,30.662036704636417,37,31,9,1,0,4,2,1999,0,14,2,3,20,2,58
2,0,177.61964125390742,59,35,9,4,0,2,46,2006,81,15,2,3,9,2,28
2,0,13.52738412584827,2,422,0,5,0,4,1,2017,12,1,3,3,1,1,38
2,0,13.627772554886091,55,401,9,2,0,4,7,2017,12,1,4,20,8,1,71
2,8,68.2497539445074,35,50,0,1,20,1,88,2015,12,1,2,3,8,2,77
3,0,67.43645722791219,20,404,0,5,0,1,69,2018,62,1,2,3,9,2,37
2,0,161.7415074934573,63,401,0,2,0,2,64,2008,11,1,2,3,20,2,68
1,8,29.70849951507673,53,706,0,8,20,4,10,2001,12,1,4,17,20,1,29
2,0,47.64461409241947,12,401,0,2,0,2,64,2001,12,1,2,3,9,1,48
2,0,47.64461409241947,30,40,0,2,0,1,65,2003,11,1,3,3,20,1,19
1,0,13.43301608153499,2,403,1,4,0,4,1,2015,12,14,3,99,9,2,26
1,0,26.94965435506558,49,32,0,8,0,4,11,1999,12,1,3,3,9,1,20
2,0,156.64730850492157,18,22,0,2,0,4,2,2007,12,1,2,20,20,1,43
2,0,27.561556737886246,73,705,0,3,0,2,47,2017,61,15,2,19,20,1,36
1,0,47.64461409241947,72,706,0,2,0,4,6,2012,10,14,2,19,20,2,62
1,0,167.62595631746856,48,34,0,2,0,4,7,2003,2,14,2,3,20,2,58
6,0,72.72004297909503,18,25,0,4,20,1,89,2014,10,1,2,3,20,2,41
6,0,72.72004297909503,6,441,0,8,0,1,88,2012,12,1,2,3,20,2,28
3,0,27.385470516620128,12,442,0,8,0,2,64,1998,2,1,4,20,8,2,53
3,0,27.385470516620128,49,402,0,8,0,1,65,2011,12,1,3,3,8,1,78
5,1,65.90088958480054,22,1,0,3,3,1,69,1965,12,1,2,3,20,1,65
5,0,26.851705189385978,49,50,0,2,0,1,65,2008,12,1,3,20,9,1,32
16,0,28.598693746088,20,421,0,3,0,1,98,2001,6,5,2,99,20,2,20
1,8,161.2307428930967,20,36,0,2,20,4,1,2000,12,1,3,3,9,2,76
2,0,68.2428632914539,20,2,0,2,0,2,50,2008,12,1,2,3,20,1,24
2,0,68.2428632914539,35,43,0,2,0,1,51,2015,12,1,2,3,1,1,32
3,0,68.24286329027132,7,482,0,8,3,1,98,2016,12,5,2,3,20,2,54
2,0,27.33940401725455,55,33,0,5,0,1,98,2012,12,1,3,3,1,1,33
3,0,28.012827085499186,76,706,0,8,0,1,45,2014,12,1,3,5,20,1,27
3,0,27.543773864510314,49,402,0,8,0,1,22,2010,6,5,3,3,20,2,80
3,0,27.543773864510314,49,402,0,8,0,2,64,2012,12,14,2,3,1,1,23
3,0,27.543773864510314,59,31,0,8,0,3,65,2009,10,14,3,3,8,1,76
1,0,67.86238550258334,49,40,0,8,0,4,1,2015,12,1,2,99,8,1,35
2,8,27.92694289764931,37,399,0,8,0,1,89,2007,9,1,3,3,98,1,37
2,8,157.9384909589564,54,35,0,2,0,1,25,2008,6,4,2,3,20,1,44
5,8,27.69872294453196,38,402,1,2,0,4,64,2001,12,14,3,3,20,2,55
2,0,13.782262014765777,2,422,0,4,0,4,7,2015,81,1,2,3,20,1,33
1,8,131.99382757031873,51,881,9,3,20,4,1,2007,0,11,2,3,20,1,36
8,0,27.539046063332894,2,405,0,4,0,1,21,2006,6,5,3,3,20,1,50
7,0,13.370292815595292,49,40,0,4,0,1,29,2014,6,2,3,3,2,1,28
3,8,64.42279587619947,30,47,0,8,0,1,68,2016,1,11,2,3,1,2,19
3,8,30.490190363455834,37,31,0,0,0,7,78,2004,12,10,3,20,9,2,38
1,0,30.93527988488877,72,709,0,2,0,4,1,2011,0,14,3,19,20,1,41
4,0,65.24343016482267,7,482,0,2,0,2,50,2007,12,1,2,20,9,1,77
4,0,65.24343016482267,49,43,0,2,0,1,51,2014,12,1,2,3,9,2,31
2,8,27.952941041715345,49,402,0,8,20,1,76,2008,9,11,2,3,20,2,30
2,8,27.952941041715345,98,701,0,8,0,1,77,2016,12,1,2,19,20,1,43
1,8,157.9384909589564,49,40,0,8,3,4,7,1994,12,1,2,3,1,2,27
5,8,13.782262014765777,30,40,0,2,20,1,89,2017,9,1,3,3,2,2,18
4,0,30.155029562916184,35,50,0,3,3,1,68,2016,3,11,2,3,8,2,23
4,0,30.155029562916184,6,51,0,4,3,1,69,2006,12,1,2,3,1,1,42
4,0,27.915241907964365,13,1,0,4,0,2,44,2000,82,1,3,3,1,1,45
4,0,27.915241907964365,82,881,0,4,0,1,45,2009,8,1,2,3,20,1,39
4,0,27.915241907964365,37,402,0,4,0,1,98,2007,12,1,2,3,1,2,53
2,0,27.534924163810622,35,443,0,2,0,1,51,1997,12,1,3,3,1,2,55
1,0,27.534924163810622,35,43,0,2,0,4,1,2002,12,1,3,20,20,1,31
2,0,159.34962838819715,20,402,0,8,0,3,32,1998,12,1,2,3,20,2,71
4,0,27.534924163810622,59,35,0,8,0,1,86,2011,12,1,3,3,1,1,19
4,0,68.38656772736466,20,404,1,8,3,1,78,2008,9,10,2,3,8,1,54
2,0,26.90515440026045,12,23,0,2,0,1,24,2014,12,1,3,3,1,2,36
3,8,26.90515440026045,35,51,0,2,0,1,83,2014,12,1,3,3,8,2,58
1,0,159.45162566012723,49,40,0,2,40,4,7,2007,1,14,2,20,1,2,17
2,8,27.297360639656915,23,402,0,2,0,1,72,2012,10,11,3,3,2,2,57
2,0,67.78164857593387,41,55,0,2,0,4,1,2014,2,1,2,3,8,1,49
2,8,29.018940998605512,6,441,0,8,0,4,7,2005,12,1,3,20,98,2,45
2,8,72.54516699875528,20,29,0,8,3,1,82,2017,61,11,2,3,98,2,37
1,8,172.32592298182513,37,32,0,8,0,4,10,2005,12,14,2,3,98,2,23
2,8,76.42125783061248,42,54,0,8,20,1,87,2017,82,1,2,3,9,2,25
2,8,28.476085033952483,53,706,0,5,0,1,69,2006,12,1,2,5,98,1,40
5,8,28.476085033952483,37,705,0,8,20,1,73,2002,12,1,2,17,98,1,39
3,0,13.370292815595292,37,441,0,3,0,2,24,2006,12,1,2,3,8,1,33
3,0,13.370292815595292,20,404,9,3,0,1,25,2016,6,1,3,3,8,2,51
3,0,13.370292815595292,20,481,0,3,3,1,98,2016,12,5,2,3,1,1,38
3,0,30.426502207022732,73,709,0,4,0,9,49,2007,61,1,2,19,20,1,28
2,0,36.30911722881742,7,20,0,2,0,4,2,2003,10,6,4,1,20,1,19
4,0,26.668166492743108,37,999,1,8,0,2,50,2003,12,6,3,20,98,1,34
4,0,26.668166492743108,6,399,0,8,0,1,51,2013,12,1,3,3,20,1,70
3,0,68.0365418806001,32,43,0,2,0,4,99,2017,1,6,2,3,8,1,87
2,0,69.25332958347232,12,402,0,8,2,1,25,2014,6,1,2,3,20,2,52
1,0,27.132126257826656,72,706,0,2,0,1,0,1994,0,1,2,19,20,1,23
4,0,14.685925915298418,20,399,0,8,3,1,81,2016,62,1,3,3,20,1,71
3,0,157.55977234997349,7,482,0,1,20,1,88,2004,12,1,2,8,20,1,20
5,0,63.85722418050282,12,999,0,8,0,1,87,2017,81,1,3,3,9,2,21
5,0,160.87184506091526,63,399,0,2,20,1,87,2012,5,1,2,3,20,2,66
5,0,160.87184506091526,55,399,0,8,0,1,86,2009,12,1,2,3,20,2,27
1,0,26.96163015588196,49,50,1,8,0,6,0,2005,0,1,3,99,8,1,18
2,0,157.55977234997349,54,402,0,2,97,1,69,2007,12,1,2,8,20,2,39
3,0,26.96163015588196,63,34,0,2,20,1,21,2014,6,5,3,8,1,2,32
2,0,148.75177805120487,55,45,0,2,0,1,65,2017,11,14,2,3,8,2,64
1,0,107.4887488510807,37,706,0,2,0,1,98,2005,0,14,2,17,20,1,57
1,0,163.08517075393542,41,50,0,8,0,4,2,2010,11,10,2,3,1,2,21
2,0,68.14022452016052,55,33,0,4,3,2,98,2017,12,10,2,3,9,2,53
1,8,32.11839313704494,73,702,0,8,97,1,98,2003,0,11,2,17,20,1,15
1,0,28.12250945783905,76,706,0,2,0,4,1,2002,0,1,2,17,20,1,37
4,0,159.99945570001384,20,2,0,8,0,1,21,2007,6,5,2,3,20,2,30
2,0,70.9573411137865,6,399,0,8,3,1,87,2015,83,1,2,3,20,2,26
6,1,67.86238550274241,7,27,1,8,2,1,82,2012,3,11,2,99,8,1,38
6,1,67.86238550274241,20,25,0,8,2,1,83,2017,12,1,2,99,8,2,19
2,8,27.1541906966608,98,703,0,4,0,1,69,2007,12,1,3,19,20,1,33
1,0,28.012827085806006,76,706,0,8,0,3,98,1998,0,1,3,17,20,1,45
4,1,159.99945570179912,35,43,0,8,2,1,82,2006,12,11,2,3,1,2,56
2,0,160.2926854469363,19,399,1,8,0,4,1,1995,12,1,2,3,20,1,55
2,0,76.42125782773886,30,40,0,8,0,1,98,2015,12,1,2,3,9,1,19
3,8,26.96906923747267,14,6,0,3,0,1,69,2006,12,1,3,3,1,2,39
1,1,26.96906923747267,49,472,2,3,0,3,98,2003,0,1,3,3,8,1,65
1,8,30.397297128734195,72,706,0,2,0,4,10,2017,9,14,4,17,20,1,60
2,8,32.11839313704494,76,705,0,2,0,1,69,1982,12,1,3,19,98,1,32
5,0,26.668573837209888,55,35,0,5,0,2,64,2016,62,1,4,20,9,1,41
5,0,26.668573837209888,20,481,0,5,0,1,65,1998,62,1,3,3,9,1,18
2,8,149.7873364429904,54,35,0,3,3,1,28,2012,12,1,2,3,9,1,33
2,0,30.93527988525235,37,703,0,3,0,1,24,2018,12,1,2,19,20,1,19
2,0,28.599289284833194,72,706,0,2,0,1,44,2007,7,14,2,17,98,1,26
1,0,26.958549535006686,20,22,1,2,0,4,1,2005,82,1,3,3,20,2,66
1,1,139.09708642193866,98,804,1,1,0,4,6,2003,12,14,3,3,20,1,64
2,0,28.12250945783905,73,706,0,2,0,1,98,2007,61,1,2,19,20,1,62
3,0,30.63109792325109,72,709,0,9,99,3,69,2017,12,1,4,29,20,1,54
1,9,31.765583030089434,23,399,2,9,99,9,98,2007,0,1,4,20,98,2,18
2,8,29.878196201792353,76,706,0,8,0,1,65,2012,3,1,3,17,20,1,68
1,0,26.851705189385978,20,422,0,3,0,4,1,2004,11,1,3,3,9,2,43
2,0,65.50257494178608,2,1,0,2,0,1,21,2018,6,5,2,8,1,1,58
2,8,29.878196201792353,73,703,0,8,0,1,69,2008,12,1,3,19,20,1,21
1,0,37.15673670162907,6,52,1,2,0,4,2,2001,82,1,3,20,20,1,17
1,0,29.85629098586472,35,51,0,8,0,4,11,2018,12,1,2,3,9,2,22
2,8,43.022988794808725,22,18,0,0,0,7,82,2003,9,11,3,20,8,1,19
2,0,28.55232137625607,49,40,0,2,0,3,99,1995,6,1,3,3,9,1,38
3,8,28.552321376774014,37,32,0,2,0,1,22,2000,6,5,3,3,20,2,31
2,0,40.444979188918246,20,481,0,2,0,4,6,2003,12,1,3,99,99,1,22
1,0,27.996516881184316,49,399,0,0,0,4,92,2003,6,13,3,3,20,2,46
1,8,39.648622476346645,12,481,0,3,3,4,6,2013,61,11,4,3,20,1,34
2,0,27.3394040173758,42,42,0,2,0,1,52,2008,12,1,2,3,1,1,34
2,0,27.3394040173758,6,43,0,2,0,1,52,2007,12,1,3,3,1,1,22
2,0,28.122509458542535,76,705,0,5,3,1,32,2016,6,5,2,19,20,1,25
2,0,65.90088958480054,51,47,0,4,0,1,24,2013,12,1,2,3,9,1,28
2,0,65.90088958480054,20,25,0,4,0,1,25,2015,6,2,2,3,20,1,68
2,0,27.561556737958412,37,703,0,3,0,1,20,1986,12,1,2,19,20,1,24
3,0,68.14022451783879,49,402,0,8,0,1,98,2005,6,5,2,99,99,1,73
2,0,14.095075738211726,30,399,0,2,0,1,83,2018,12,1,3,20,20,1,20
1,0,13.937198853320496,52,48,0,5,0,4,1,2015,12,14,3,20,20,2,22
1,0,74.96762657601529,32,42,0,2,0,4,6,2015,62,1,2,3,9,1,37
1,0,27.54377386342646,20,37,0,8,0,4,1,2012,12,1,3,20,20,1,41
3,0,27.82644600081746,6,18,0,5,3,1,29,2013,6,2,3,3,1,1,47
4,0,67.58158792785004,49,32,0,2,0,1,20,1997,12,1,2,3,20,2,18
2,8,68.34612999062786,20,406,0,4,3,1,68,2017,12,11,2,3,20,2,75
2,8,27.539046063332894,49,47,0,5,65,1,20,2007,12,1,3,3,1,2,50
3,0,160.8769870486611,49,40,0,3,0,1,20,2004,12,1,2,3,20,1,33
2,8,69.0489826403871,12,37,0,4,3,1,69,2007,12,1,2,3,20,1,29
1,0,177.61964125390742,48,34,2,2,0,6,98,1999,0,1,2,3,20,2,18
2,0,68.19379844310224,12,23,0,2,0,1,25,2016,6,3,2,3,20,2,46
6,0,68.22883241223076,52,34,0,5,0,1,28,2006,12,1,2,3,1,2,46
2,8,15.057170469915022,37,32,0,8,3,3,68,2016,12,11,2,3,9,2,58
2,8,15.057170469915022,37,31,0,8,3,1,69,1997,12,1,2,3,9,1,24
2,0,67.43645722791219,20,25,0,2,0,1,28,2015,12,1,2,3,9,1,35
2,0,159.54854961472142,49,40,0,2,3,1,68,2011,12,11,2,98,98,2,28
1,8,45.896764821423126,20,481,0,2,0,4,1,2000,12,1,3,3,1,1,37
1,0,63.99441534363976,63,37,0,2,0,4,2,2015,12,14,2,3,1,2,31
2,8,147.75759586428362,20,404,0,4,3,1,21,2008,6,5,2,3,20,2,18
2,8,26.076510645563474,35,51,0,2,3,1,68,2010,11,11,3,3,8,2,59
2,8,26.076510645563474,12,481,0,2,3,1,69,2010,11,1,3,3,1,1,17
2,0,26.076510646499244,18,401,9,3,0,4,1,2005,12,1,3,20,99,2,51
2,8,63.994415345469925,34,403,0,4,0,1,83,2017,12,1,2,3,99,2,28
1,0,147.75759586805853,54,35,0,2,0,4,99,2005,12,14,2,3,1,2,29
2,0,33.730525725359485,20,16,0,4,0,1,98,2000,12,1,2,3,20,2,35
2,0,33.730525725359485,12,37,0,4,0,1,98,2016,6,12,3,3,20,1,58
2,0,29.146866374456913,37,399,0,4,0,1,83,2007,12,1,3,3,20,1,41
2,0,29.146866374456913,69,398,0,8,20,1,82,2013,12,11,3,3,20,1,30
2,0,13.233424961168943,37,421,0,2,0,1,68,2017,82,11,2,8,1,2,40
2,0,13.233424961168943,20,28,0,2,0,1,69,2014,12,1,3,8,20,2,22
3,8,34.70371826311624,34,47,0,8,3,4,6,2017,12,14,2,3,99,1,29
3,8,34.70371826311624,12,22,9,8,3,1,98,2005,9,5,4,3,99,2,50
3,0,28.014751154835146,63,33,0,2,0,1,20,2004,12,1,3,20,1,1,24
3,0,161.56370730900068,48,34,0,2,0,1,20,2001,12,2,2,3,20,1,33
2,0,40.94736215211338,37,421,0,8,0,1,51,2007,12,1,4,3,20,1,67
2,0,40.94736215211338,51,401,0,8,0,2,50,2012,12,15,2,3,20,2,21
2,0,26.94965435506558,63,33,0,2,0,1,69,2005,12,1,3,3,9,1,52
1,8,28.55232137625607,20,471,0,4,3,4,10,2001,12,1,3,99,9,1,33
2,8,67.85786884568931,30,46,0,8,0,1,93,2015,12,1,2,3,9,1,29
2,0,68.14022451783879,6,441,0,5,0,1,68,2014,12,11,2,98,98,1,70
2,0,68.14022451783879,20,37,0,5,0,1,69,2009,11,1,2,98,98,2,22
3,0,67.86238550324475,35,47,0,8,0,1,83,2017,12,1,2,99,1,2,51
3,0,40.27770422720523,20,10,0,8,0,4,11,1985,12,1,2,99,20,1,27
2,0,27.543773862608283,20,2,1,8,0,4,98,2009,8,14,3,20,8,1,51
2,0,27.543773862608283,20,25,0,8,0,4,98,2013,61,14,2,3,8,1,30
1,0,152.54076962461252,12,37,0,2,0,4,7,2003,11,1,2,99,1,2,25
10,0,27.571086465225957,12,481,0,8,0,2,48,2000,11,15,3,99,1,1,33
1,0,26.958549535006686,12,401,0,2,0,4,1,2000,12,1,3,3,20,2,76
3,0,178.4020868640767,42,401,9,6,0,4,98,2010,0,1,2,3,9,2,40
1,0,35.79004800920806,12,471,9,8,0,4,2,1987,0,1,3,3,20,1,38
2,0,42.04322673455129,23,481,9,2,0,2,64,2013,12,1,4,20,8,1,61
2,8,72.54516699928527,35,50,0,8,3,1,21,2014,6,5,2,3,20,1,31
2,8,172.3259229830272,49,43,0,8,0,1,69,1995,12,1,2,3,98,2,53
4,0,67.16247617304282,20,481,0,8,3,1,98,2017,3,12,2,3,20,1,59
3,0,17.78134258203629,52,46,0,2,0,4,11,2014,12,1,3,3,8,1,24
1,0,28.431483964117188,42,51,0,5,0,4,1,2006,12,1,4,99,99,1,44
2,0,70.55779414487333,7,999,1,8,3,1,90,2017,12,1,2,3,20,1,33
2,1,156.64730850492157,20,482,0,4,0,1,77,2004,11,1,2,3,20,1,45
2,0,35.1393198635861,49,40,0,2,0,1,68,2004,12,11,2,3,8,1,17
2,0,35.1393198635861,49,482,0,2,0,1,69,2011,12,1,3,3,1,2,60
2,0,65.90088958480054,49,32,0,5,0,1,45,2016,62,1,2,3,20,2,23
1,8,39.43274925959032,72,706,0,8,0,1,98,2018,0,12,3,29,20,1,68
1,8,39.43274925959032,37,706,0,8,0,1,98,2004,0,12,2,29,20,2,62
5,0,39.597723998724476,2,406,0,3,0,1,25,2010,6,1,3,3,8,1,59
1,0,160.62937693646592,30,46,1,8,97,4,2,2012,12,14,2,3,98,1,38
5,8,165.46654363344257,49,482,0,2,0,1,29,2007,6,2,2,3,20,1,52
4,8,14.052086468369897,6,441,0,2,40,1,28,2002,12,1,2,3,1,2,23
3,0,68.19379844320726,34,34,0,2,98,2,45,2011,12,1,2,3,20,2,38
3,0,68.19379844320726,37,403,0,2,98,1,44,2008,5,1,2,3,20,2,24
3,0,68.19379844320726,6,51,0,2,98,1,98,2018,7,1,2,3,20,1,46
2,8,158.19157352223104,12,37,0,2,3,1,89,2008,9,1,2,3,3,2,52
8,0,68.19379844050107,49,32,0,6,0,1,28,2004,12,1,2,3,8,1,23
8,0,68.19379844050107,49,32,0,6,0,1,98,2018,6,5,2,3,20,2,34
3,0,27.57108646405433,41,50,0,8,28,1,20,2012,12,1,2,3,1,2,50
2,0,157.30090506862254,35,51,0,6,0,2,47,2013,7,15,2,3,9,2,47
2,0,193.3845999043668,49,32,0,2,0,4,6,2007,12,1,2,3,20,2,54
3,0,83.84834562909549,42,399,0,2,0,1,32,2005,12,1,2,3,20,1,67
1,8,27.952941041715345,98,709,0,2,0,4,7,2015,11,1,2,19,20,1,38
2,8,64.42279587619947,55,35,0,8,3,1,89,2017,8,1,2,3,2,2,69
1,0,30.42650220593386,73,706,0,2,0,3,98,1990,0,1,3,19,20,1,36
5,0,74.96762657695982,2,407,9,3,0,2,25,2017,6,15,2,3,9,2,26
3,8,28.599289285558193,37,706,0,2,0,1,83,1982,12,1,3,17,20,1,26
4,0,65.50257494083738,35,401,0,2,20,1,88,2016,12,1,2,8,20,2,29
2,0,26.961630155226384,20,404,0,2,20,1,88,2011,12,1,3,99,20,1,36
2,0,26.961630155226384,7,24,0,2,0,1,89,2008,62,1,3,8,20,1,47
4,0,31.183253061915906,72,706,0,2,3,1,69,2012,12,1,2,19,20,1,50
1,0,72.0375093787197,63,37,0,2,0,4,1,2014,12,1,3,20,9,2,55
4,0,13.233424961168943,18,22,0,8,0,1,69,2014,12,1,2,8,20,1,36
2,0,65.9008895837182,37,31,0,3,0,1,20,2014,12,1,2,3,9,2,16
2,0,27.132126257062236,98,703,0,8,0,1,86,2017,12,1,2,19,20,1,44
4,0,38.09327899919954,20,23,0,8,0,2,20,2010,12,2,3,3,1,2,66
3,0,65.90088958378576,12,23,0,5,3,1,88,2014,12,1,2,3,9,1,58
3,0,65.90088958378576,49,40,0,6,3,1,89,2009,11,1,2,20,9,1,19
3,0,160.62937693646592,7,472,0,8,2,1,86,1996,12,1,2,99,1,2,56
1,0,27.07623754927052,12,481,0,8,0,4,6,1980,12,14,3,99,20,2,29
1,0,29.71208286545093,42,401,2,4,0,4,6,2000,0,14,3,3,20,1,57
3,0,68.14022452016052,35,472,0,2,20,1,93,2014,12,5,2,3,9,1,48
4,8,68.34612999062786,37,402,0,5,3,1,68,2016,3,11,2,3,8,1,53
2,8,28.454637363868006,76,705,0,2,0,1,83,2006,9,1,2,98,20,1,24
4,0,67.58158792785004,18,20,0,2,0,2,50,2003,12,1,2,1,1,1,51
4,0,67.58158792785004,35,43,0,2,0,1,51,2016,12,1,2,20,20,2,24
2,8,27.69872294453196,2,404,1,2,0,4,2,1992,12,14,3,20,20,2,23
2,8,67.58158792785004,12,401,0,3,0,1,21,2015,6,5,2,3,20,2,48
1,0,13.027699202664186,55,36,0,3,0,4,98,2015,12,12,3,98,8,2,40
5,1,27.539046063332894,37,31,0,8,0,1,21,2008,6,5,3,3,20,1,37
3,8,28.476085033952483,49,402,0,3,0,1,22,2017,6,5,2,3,20,2,39
3,8,28.476085033952483,76,706,0,2,0,1,98,2014,12,1,3,17,98,1,45
4,8,154.38855859961666,35,47,0,2,0,1,71,2003,9,1,2,3,20,2,39
7,8,64.46572720417126,12,444,0,2,0,2,47,2014,11,15,2,3,20,2,24
2,0,29.04263357724479,73,705,0,2,0,1,98,2015,0,14,4,5,20,1,28
2,0,68.38656772736466,55,33,0,2,3,1,89,2017,10,4,2,3,2,2,21
1,1,159.34962838819715,12,481,0,8,0,4,7,2006,5,14,2,3,20,1,22
3,0,27.534924163810622,35,43,0,0,0,7,82,2005,10,11,3,3,1,2,23
1,0,26.90515440026045,63,37,1,3,40,4,6,2015,4,14,3,20,1,1,28
1,8,67.78164857593387,49,51,0,8,21,4,14,2017,12,1,2,3,1,1,20
3,0,27.297360639656915,2,404,0,0,0,1,82,2002,9,11,3,3,20,2,23
3,0,27.297360639656915,20,481,0,3,0,1,83,2006,12,1,2,3,1,1,55
3,0,67.78164857593387,12,481,0,3,3,1,20,2012,12,1,2,3,1,1,43
3,0,67.78164857593387,55,35,0,2,20,1,89,2005,9,1,2,3,20,2,23
1,8,36.67099923069161,49,402,1,4,0,4,6,2003,11,11,4,20,20,2,36
3,8,159.45162566012723,13,13,0,2,0,2,50,2006,12,1,2,3,1,2,18
4,8,27.297360639656915,20,2,0,3,3,1,87,2003,3,1,3,3,1,1,33
1,8,28.249912005590712,72,706,0,3,3,1,98,2016,0,15,2,5,20,1,33
2,0,27.145596407119044,55,42,0,8,0,1,25,2017,6,1,3,3,1,1,46
2,8,68.34612999062786,42,47,0,4,3,1,68,2005,3,11,2,3,20,1,61
2,8,68.34612999062786,63,401,0,4,3,1,69,2014,12,1,2,3,1,1,33
2,8,28.476085033952483,53,706,0,2,0,1,79,2008,12,1,2,5,98,1,36
1,0,68.54769642209816,7,24,0,5,98,1,13,2015,12,1,2,3,8,1,45
3,0,13.825776484962867,37,399,0,3,0,1,29,2016,6,2,3,3,20,2,43
3,0,156.64730850492157,12,17,0,4,0,1,20,2001,12,1,2,3,20,1,53
2,0,28.533752049364463,72,706,0,8,3,1,20,2000,12,1,2,19,20,1,49
2,0,26.94965435405029,48,34,0,8,3,1,69,2011,62,1,3,3,9,2,51
1,0,134.16239799485348,82,881,0,3,98,4,6,2018,11,15,2,3,20,1,54
4,8,68.54769642209816,20,28,0,2,0,1,68,2014,12,11,2,3,8,1,71
1,0,26.958549535006686,12,17,0,3,0,4,1,2004,12,1,3,3,9,2,63
1,8,47.64461409241947,73,703,0,2,98,4,1,2011,12,14,2,17,20,1,23
2,0,68.14022451866317,20,473,0,3,3,2,79,2015,2,1,2,3,8,1,25
3,0,66.66710034589241,7,403,0,5,0,2,50,2011,12,1,2,3,9,1,71
3,0,66.66710034589241,55,35,0,5,0,1,51,2017,12,5,2,3,9,1,68
2,0,31.642964794163746,37,32,0,8,3,1,68,2017,12,11,3,3,8,1,55
2,0,31.642964794163746,37,32,0,4,3,1,69,2003,62,1,2,3,8,2,30
2,0,28.533752049364463,72,706,0,3,3,1,68,2007,3,11,2,17,20,1,39
5,8,72.54516699958029,2,407,0,8,0,1,77,2017,12,1,2,3,98,2,19
1,0,29.01894099870892,20,481,9,3,40,4,8,2006,12,14,3,3,98,1,21
1,0,68.54769642209816,12,481,0,2,0,4,6,2016,11,1,2,3,20,1,60
1,0,49.83918911376623,7,482,9,2,0,4,7,2006,12,14,4,20,20,1,18
6,8,67.85786884389321,7,422,0,5,0,1,29,2014,6,2,2,3,20,2,33
5,0,26.961630155226384,34,37,0,3,4,1,69,2013,11,1,3,8,20,2,53
1,0,13.937198853320496,41,51,0,2,0,4,1,2016,12,14,3,20,8,1,23
1,0,47.64461409241947,20,403,0,2,0,4,6,2005,12,1,3,20,9,1,28
1,8,70.99704695241965,7,499,0,8,0,4,2,2016,82,1,2,3,98,1,79
2,8,27.92694289764931,35,399,0,8,0,1,21,2000,6,5,3,3,98,2,45
4,0,49.43176292725507,37,31,0,8,0,1,21,2002,6,5,2,3,20,2,23
4,0,160.62937693769047,20,20,1,8,0,1,68,1998,3,11,2,3,1,1,44
3,0,27.07623754912768,7,24,0,8,0,2,52,2010,12,1,3,3,1,2,20
3,0,27.07623754912768,20,461,1,8,0,1,52,2013,12,1,3,3,1,1,35
2,0,27.07623754912768,20,473,0,8,0,1,25,2005,6,1,3,3,1,2,49
2,0,78.13454015610264,37,32,0,2,0,1,21,2018,6,5,2,3,20,2,49
1,8,22.446967204250743,6,18,0,2,0,4,1,2015,12,1,3,3,8,2,22
3,0,29.848055055185224,98,703,0,4,3,1,69,2008,12,1,4,17,20,1,25
